Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
GRTUSDT,Long,0.115 USDT,"1,747,801","200,215.72 USDT","-22,123.03 USDT",-11.05 %,07/18/2023 16:46 UTC,08/16/2023 08:23 UTC,6.50 % 0.12 USDT,-17.19 % 0.09 USDT
XRPUSDT,Long,0.668 USDT,"681,739.6","455,722.87 USDT","-44,356.36 USDT",-9.73 %,07/18/2023 12:52 UTC,08/15/2023 19:09 UTC,28.04 % 0.86 USDT,-14.58 % 0.57 USDT
CRVUSDT,Short,0.611 USDT,"79,000","-48,229.82 USDT",499.63 USDT,1.04 %,08/03/2023 09:24 UTC,08/09/2023 22:53 UTC,3.17 % 0.59 USDT,-9.52 % 0.68 USDT
BTCUSDT,Long,"29,197.056 USDT",5.9,"172,262.63 USDT","2,496 USDT",1.45 %,07/30/2023 10:53 UTC,08/09/2023 22:29 UTC,"3.61 % 30,250 USDT","-2.22 % 28,550 USDT"
YGGUSDT,Short,0.609 USDT,"18,900","-11,516.40 USDT","3,322 USDT",28.85 %,08/06/2023 08:34 UTC,08/07/2023 16:12 UTC,57.17 % 0.39 USDT,-14.96 % 0.72 USDT
WLDUSDT,Short,2.319 USDT,"2,700","-6,256.44 USDT",628.46 USDT,10.05 %,07/27/2023 08:35 UTC,08/07/2023 07:39 UTC,15.01 % 2.02 USDT,-7.42 % 2.50 USDT
CRVUSDT,Short,0.621 USDT,"5,000","-3,087.50 USDT",233.10 USDT,7.55 %,08/01/2023 08:23 UTC,08/02/2023 05:26 UTC,8.16 % 0.57 USDT,
CRVUSDT,Short,0.596 USDT,"52,154","-32,730.72 USDT","3,668 USDT",11.21 %,07/31/2023 01:23 UTC,08/01/2023 07:56 UTC,21.14 % 0.49 USDT,-8.73 % 0.65 USDT
SUIUSDT,Short,0.636 USDT,"171,889.1","-109,218.33 USDT","1,723 USDT",1.58 %,07/25/2023 05:15 UTC,07/30/2023 20:02 UTC,3.17 % 0.62 USDT,-1.23 % 0.64 USDT
SUIUSDT,Short,0.67 USDT,"225,076.1","-150,838.75 USDT","8,362 USDT",5.54 %,07/21/2023 09:28 UTC,07/24/2023 10:18 UTC,7.42 % 0.62 USDT,-4.77 % 0.70 USDT
STMXUSDT,Short,0.007 USDT,"687,757","-4,993.12 USDT",485.37 USDT,9.72 %,07/24/2023 05:24 UTC,07/24/2023 08:50 UTC,11.35 % 0.01 USDT,
LINKUSDT,Short,8.134 USDT,"9,957.85","-80,999.93 USDT","2,107 USDT",2.60 %,07/21/2023 07:58 UTC,07/23/2023 03:49 UTC,3.11 % 7.89 USDT,-1.37 % 8.25 USDT
AGIXUSDT,Short,0.242 USDT,"22,000","-5,314.97 USDT",81.85 USDT,1.54 %,07/18/2023 16:48 UTC,07/20/2023 06:49 UTC,4.38 % 0.23 USDT,
