Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period
LTCUSDT,Long,61.262 USDT,"2,200","134,776.45 USDT","-1,734.82 USDT",-1.29 %,09/10/2023 12:05 UTC,09/12/2023 12:38 UTC,0.65 % 61.66 USDT,-5.94 % 57.62 USDT,2023-09-10 12:05:00,2023-09-12 12:38:00,2023-09-10 21:05:00,2023-09-12 21:38:00,2023-09-10 21:05 KST,2023-09-12 21:38 KST,1734.82,-1,-1734.82,134776.45,134776.45,-75832.54,1
ETHUSDT,Long,"1,594.955 USDT",370,"590,133.23 USDT","-11,955.52 USDT",-2.03 %,09/11/2023 09:31 UTC,09/11/2023 14:46 UTC,"0.18 % 1,597 USDT","-2.76 % 1,550 USDT",2023-09-11 09:31:00,2023-09-11 14:46:00,2023-09-11 18:31:00,2023-09-11 23:46:00,2023-09-11 18:31 KST,2023-09-11 23:46 KST,11955.52,-1,-11955.52,590133.23,590133.23,-87788.06,1
BTCUSDT,Long,"25,343.8 USDT",26,"658,938.80 USDT","-4,704.87 USDT",-0.71 %,09/11/2023 14:15 UTC,09/11/2023 14:46 UTC,"0.46 % 25,459 USDT","-1.20 % 25,040 USDT",2023-09-11 14:15:00,2023-09-11 14:46:00,2023-09-11 23:15:00,2023-09-11 23:46:00,2023-09-11 23:15 KST,2023-09-11 23:46 KST,4704.87,-1,-4704.87,658938.8,658938.8,-92492.93,1
MKRUSDT,Short,"1,079.062 USDT",340.913,"-367,866.40 USDT","1,334 USDT",0.36 %,09/11/2023 17:06 UTC,09/11/2023 19:44 UTC,"0.72 % 1,071 USDT","-0.80 % 1,087 USDT",2023-09-11 17:06:00,2023-09-11 19:44:00,2023-09-12 02:06:00,2023-09-12 04:44:00,2023-09-12 02:06 KST,2023-09-12 04:44 KST,1334.0,1,1334.0,-367866.4,367866.4,-91158.93,1
BTCUSDT,Short,"25,726.946 USDT",27.04,"-695,656.62 USDT","-6,325.75 USDT",-0.91 %,09/12/2023 06:18 UTC,09/12/2023 10:22 UTC,"0.02 % 25,720 USDT","-1.51 % 26,122 USDT",2023-09-12 06:18:00,2023-09-12 10:22:00,2023-09-12 15:18:00,2023-09-12 19:22:00,2023-09-12 15:18 KST,2023-09-12 19:22 KST,6325.75,-1,-6325.75,-695656.62,695656.62,-97484.68,1
BTCUSDT,Short,"26,230.959 USDT",52,"-1,359,374.73 USDT","-4,057.13 USDT",-0.30 %,09/12/2023 11:24 UTC,09/25/2023 13:53 UTC,"1.75 % 25,780 USDT","-4.44 % 27,450 USDT",2023-09-12 11:24:00,2023-09-25 13:53:00,2023-09-12 20:24:00,2023-09-25 22:53:00,2023-09-12 20:24 KST,2023-09-25 22:53 KST,4057.13,-1,-4057.13,-1359374.73,1359374.73,-101541.81,1
ETHUSDT,Short,"1,614.122 USDT",270,"435,813.06 USDT","2,307 USDT",0.53 %,09/13/2023 16:28 UTC,09/13/2023 21:30 UTC,"1.04 % 1,597 USDT",,2023-09-13 16:28:00,2023-09-13 21:30:00,2023-09-14 01:28:00,2023-09-14 06:30:00,2023-09-14 01:28 KST,2023-09-14 06:30 KST,2307.0,1,2307.0,435813.06,435813.06,-99234.81,1
ETHUSDT,Short,"1,617.525 USDT",370,"-598,484.10 USDT","-13,152.87 USDT",-2.20 %,09/14/2023 05:17 UTC,09/18/2023 11:29 UTC,"0.52 % 1,609 USDT","-2.13 % 1,652 USDT",2023-09-14 05:17:00,2023-09-18 11:29:00,2023-09-14 14:17:00,2023-09-18 20:29:00,2023-09-14 14:17 KST,2023-09-18 20:29 KST,13152.87,-1,-13152.87,-598484.1,598484.1,-112387.68,1
MKRUSDT,Short,"1,154.618 USDT",263.006,"-303,671.36 USDT","-11,543.68 USDT",-3.80 %,09/14/2023 09:11 UTC,09/15/2023 10:26 UTC,"0.53 % 1,148 USDT","-5.24 % 1,218 USDT",2023-09-14 09:11:00,2023-09-15 10:26:00,2023-09-14 18:11:00,2023-09-15 19:26:00,2023-09-14 18:11 KST,2023-09-15 19:26 KST,11543.68,-1,-11543.68,-303671.36,303671.36,-123931.35999999999,1
MKRUSDT,Short,"1,273.16 USDT",317.154,"-404,424.87 USDT","5,747 USDT",1.42 %,09/16/2023 05:21 UTC,09/18/2023 00:07 UTC,"1.72 % 1,251 USDT","-1.18 % 1,288 USDT",2023-09-16 05:21:00,2023-09-18 00:07:00,2023-09-16 14:21:00,2023-09-18 09:07:00,2023-09-16 14:21 KST,2023-09-18 09:07 KST,5747.0,1,5747.0,-404424.87,404424.87,-118184.35999999999,1
MKRUSDT,Short,"1,269.524 USDT",273.214,"-346,132.41 USDT","4,922 USDT",1.42 %,09/18/2023 08:18 UTC,09/18/2023 22:15 UTC,"3.12 % 1,231 USDT","-0.59 % 1,277 USDT",2023-09-18 08:18:00,2023-09-18 22:15:00,2023-09-18 17:18:00,2023-09-19 07:15:00,2023-09-18 17:18 KST,2023-09-19 07:15 KST,4922.0,1,4922.0,-346132.41,346132.41,-113262.35999999999,1
ETHUSDT,Short,"1,653.774 USDT",270,"-446,519.00 USDT","-1,787.54 USDT",-0.40 %,09/18/2023 14:05 UTC,09/18/2023 15:32 UTC,"0.08 % 1,652 USDT","-0.34 % 1,659 USDT",2023-09-18 14:05:00,2023-09-18 15:32:00,2023-09-18 23:05:00,2023-09-19 00:32:00,2023-09-18 23:05 KST,2023-09-19 00:32 KST,1787.54,-1,-1787.54,-446519.0,446519.0,-115049.89999999998,1
MKRUSDT,Short,"1,264.519 USDT",177.213,"-224,089.17 USDT",-752.03 USDT,-0.34 %,09/19/2023 07:20 UTC,09/19/2023 21:53 UTC,"1.02 % 1,251 USDT","-0.95 % 1,276 USDT",2023-09-19 07:20:00,2023-09-19 21:53:00,2023-09-19 16:20:00,2023-09-20 06:53:00,2023-09-19 16:20 KST,2023-09-20 06:53 KST,752.03,-1,-752.03,-224089.17,224089.17,-115801.92999999998,1
MKRUSDT,Long,"1,276.487 USDT",55,"70,206.78 USDT",-492.27 USDT,-0.70 %,09/19/2023 09:43 UTC,09/19/2023 09:59 UTC,,"-0.79 % 1,266 USDT",2023-09-19 09:43:00,2023-09-19 09:59:00,2023-09-19 18:43:00,2023-09-19 18:59:00,2023-09-19 18:43 KST,2023-09-19 18:59 KST,492.27,-1,-492.27,70206.78,70206.78,-116294.19999999998,1
MKRUSDT,Short,"1,308.045 USDT",270.376,"-353,663.99 USDT","-10,762.53 USDT",-3.04 %,09/20/2023 02:07 UTC,09/20/2023 21:22 UTC,"1.05 % 1,294 USDT","-3.26 % 1,352 USDT",2023-09-20 02:07:00,2023-09-20 21:22:00,2023-09-20 11:07:00,2023-09-21 06:22:00,2023-09-20 11:07 KST,2023-09-21 06:22 KST,10762.53,-1,-10762.53,-353663.99,353663.99,-127056.72999999998,1
BTCUSDT,Short,"26,333 USDT",3.813,"100,407.73 USDT",221.60 USDT,0.22 %,09/25/2023 20:41 UTC,09/26/2023 09:36 UTC,"0.43 % 26,219 USDT","-0.19 % 26,381 USDT",2023-09-25 20:41:00,2023-09-26 09:36:00,2023-09-26 05:41:00,2023-09-26 18:36:00,2023-09-26 05:41 KST,2023-09-26 18:36 KST,221.6,1,221.6,100407.73,100407.73,-126835.12999999998,1
BTCUSDT,Long,"26,489.012 USDT",30,"794,670.37 USDT","8,496 USDT",1.07 %,09/27/2023 10:30 UTC,09/27/2023 12:37 UTC,"1.36 % 26,849 USDT","-0.40 % 26,383 USDT",2023-09-27 10:30:00,2023-09-27 12:37:00,2023-09-27 19:30:00,2023-09-27 21:37:00,2023-09-27 19:30 KST,2023-09-27 21:37 KST,8496.0,1,8496.0,794670.37,794670.37,-118339.12999999998,1
BTCUSDT,Long,"26,275.1 USDT",17,"446,676.70 USDT","12,782 USDT",2.86 %,09/27/2023 19:09 UTC,09/28/2023 18:37 UTC,"3.93 % 27,308 USDT","-0.24 % 26,211 USDT",2023-09-27 19:09:00,2023-09-28 18:37:00,2023-09-28 04:09:00,2023-09-29 03:37:00,2023-09-28 04:09 KST,2023-09-29 03:37 KST,12782.0,1,12782.0,446676.7,446676.7,-105557.12999999998,1
BTCUSDT,Long,"27,687.521 USDT",37,"1,024,438.28 USDT","7,544 USDT",0.74 %,10/01/2023 07:14 UTC,10/02/2023 16:05 UTC,"3.34 % 28,613 USDT","-2.43 % 27,015 USDT",2023-10-01 07:14:00,2023-10-02 16:05:00,2023-10-01 16:14:00,2023-10-03 01:05:00,2023-10-01 16:14 KST,2023-10-03 01:05 KST,7544.0,1,7544.0,1024438.28,1024438.28,-98013.12999999998,1
LTCUSDT,Long,67.96 USDT,"2,000","135,920.00 USDT","-3,840.42 USDT",-2.83 %,10/02/2023 02:35 UTC,10/02/2023 18:40 UTC,0.25 % 68.13 USDT,-4.53 % 64.88 USDT,2023-10-02 02:35:00,2023-10-02 18:40:00,2023-10-02 11:35:00,2023-10-03 03:40:00,2023-10-02 11:35 KST,2023-10-03 03:40 KST,3840.42,-1,-3840.42,135920.0,135920.0,-101853.54999999997,1
ETHUSDT,Long,"1,730.277 USDT",440,"761,321.80 USDT","-21,929.75 USDT",-2.88 %,10/02/2023 08:27 UTC,10/02/2023 18:39 UTC,"0.79 % 1,743 USDT","-6.37 % 1,619 USDT",2023-10-02 08:27:00,2023-10-02 18:39:00,2023-10-02 17:27:00,2023-10-03 03:39:00,2023-10-02 17:27 KST,2023-10-03 03:39 KST,21929.75,-1,-21929.75,761321.8,761321.8,-123783.29999999997,1
BTCUSDT,Long,"27,573.842 USDT",29.912,"824,788.76 USDT","5,170 USDT",0.63 %,10/04/2023 09:52 UTC,10/08/2023 13:13 UTC,"3.18 % 28,450 USDT","-1.52 % 27,156 USDT",2023-10-04 09:52:00,2023-10-08 13:13:00,2023-10-04 18:52:00,2023-10-08 22:13:00,2023-10-04 18:52 KST,2023-10-08 22:13 KST,5170.0,1,5170.0,824788.76,824788.76,-118613.29999999997,1
ETHUSDT,Long,"1,645.813 USDT",369,"607,305.14 USDT","-30,909.67 USDT",-5.09 %,10/04/2023 09:54 UTC,10/11/2023 15:18 UTC,"1.14 % 1,664 USDT","-6.32 % 1,541 USDT",2023-10-04 09:54:00,2023-10-11 15:18:00,2023-10-04 18:54:00,2023-10-12 00:18:00,2023-10-04 18:54 KST,2023-10-12 00:18 KST,30909.67,-1,-30909.67,607305.14,607305.14,-149522.96999999997,1
EOSUSDT,Long,0.538 USDT,"477,777","272,732.89 USDT","-11,439.85 USDT",-4.19 %,10/04/2023 09:59 UTC,10/16/2023 13:49 UTC,8.18 % 0.58 USDT,-2.42 % 0.52 USDT,2023-10-04 09:59:00,2023-10-16 13:49:00,2023-10-04 18:59:00,2023-10-16 22:49:00,2023-10-04 18:59 KST,2023-10-16 22:49 KST,11439.85,-1,-11439.85,272732.89,272732.89,-160962.81999999998,1
ETCUSDT,Long,15.645 USDT,"2,222","34,763.19 USDT","-1,855.68 USDT",-5.34 %,10/04/2023 10:01 UTC,10/11/2023 15:17 UTC,1.20 % 15.83 USDT,-7.32 % 14.50 USDT,2023-10-04 10:01:00,2023-10-11 15:17:00,2023-10-04 19:01:00,2023-10-12 00:17:00,2023-10-04 19:01 KST,2023-10-12 00:17 KST,1855.68,-1,-1855.68,34763.19,34763.19,-162818.49999999997,1
LTCUSDT,Long,64.44 USDT,"1,000","64,440.00 USDT","-2,567.90 USDT",-3.98 %,10/04/2023 11:33 UTC,10/11/2023 15:16 UTC,2.78 % 66.23 USDT,-4.62 % 61.46 USDT,2023-10-04 11:33:00,2023-10-11 15:16:00,2023-10-04 20:33:00,2023-10-12 00:16:00,2023-10-04 20:33 KST,2023-10-12 00:16 KST,2567.9,-1,-2567.9,64440.0,64440.0,-165386.39999999997,1
BTCUSDT,Long,"27,551.787 USDT",17,"468,380.38 USDT",-843.34 USDT,-0.18 %,10/09/2023 10:10 UTC,10/10/2023 01:05 UTC,"0.68 % 27,739 USDT","-1.10 % 27,250 USDT",2023-10-09 10:10:00,2023-10-10 01:05:00,2023-10-09 19:10:00,2023-10-10 10:05:00,2023-10-09 19:10 KST,2023-10-10 10:05 KST,843.34,-1,-843.34,468380.38,468380.38,-166229.73999999996,1
BTCUSDT,Long,"27,640.184 USDT",27,"746,284.96 USDT","-13,133.53 USDT",-1.76 %,10/10/2023 08:18 UTC,10/11/2023 02:35 UTC,"0.32 % 27,727 USDT","-2.26 % 27,016 USDT",2023-10-10 08:18:00,2023-10-11 02:35:00,2023-10-10 17:18:00,2023-10-11 11:35:00,2023-10-10 17:18 KST,2023-10-11 11:35 KST,13133.53,-1,-13133.53,746284.96,746284.96,-179363.26999999996,1
BTCUSDT,Short,"26,807.117 USDT",17,"-455,720.98 USDT",214.85 USDT,0.05 %,10/11/2023 15:36 UTC,10/11/2023 19:52 UTC,"0.89 % 26,571 USDT","-0.08 % 26,827 USDT",2023-10-11 15:36:00,2023-10-11 19:52:00,2023-10-12 00:36:00,2023-10-12 04:52:00,2023-10-12 00:36 KST,2023-10-12 04:52 KST,214.85,1,214.85,-455720.98,455720.98,-179148.41999999995,1
BTCUSDT,Long,"26,839.1 USDT",17,"456,264.70 USDT","15,599 USDT",3.42 %,10/12/2023 11:53 UTC,10/16/2023 09:06 UTC,"4.95 % 28,168 USDT","-1.13 % 26,534 USDT",2023-10-12 11:53:00,2023-10-16 09:06:00,2023-10-12 20:53:00,2023-10-16 18:06:00,2023-10-12 20:53 KST,2023-10-16 18:06 KST,15599.0,1,15599.0,456264.7,456264.7,-163549.41999999995,1
ETHUSDT,Long,"1,538.593 USDT",170,"261,560.83 USDT","6,200 USDT",2.37 %,10/12/2023 18:30 UTC,10/16/2023 09:12 UTC,"3.24 % 1,588 USDT","-0.80 % 1,526 USDT",2023-10-12 18:30:00,2023-10-16 09:12:00,2023-10-13 03:30:00,2023-10-16 18:12:00,2023-10-13 03:30 KST,2023-10-16 18:12 KST,6200.0,1,6200.0,261560.83,261560.83,-157349.41999999995,1
MKRUSDT,Short,"1,412.432 USDT",66.642,"-94,127.26 USDT",152.24 USDT,0.16 %,10/14/2023 09:11 UTC,10/14/2023 13:43 UTC,"0.79 % 1,401 USDT","-0.57 % 1,420 USDT",2023-10-14 09:11:00,2023-10-14 13:43:00,2023-10-14 18:11:00,2023-10-14 22:43:00,2023-10-14 18:11 KST,2023-10-14 22:43 KST,152.24,1,152.24,-94127.26,94127.26,-157197.17999999996,1
MKRUSDT,Short,"1,462.004 USDT",138.393,"-202,331.11 USDT",225.10 USDT,0.11 %,10/16/2023 08:31 UTC,10/16/2023 09:36 UTC,"0.53 % 1,454 USDT","-0.10 % 1,463 USDT",2023-10-16 08:31:00,2023-10-16 09:36:00,2023-10-16 17:31:00,2023-10-16 18:36:00,2023-10-16 17:31 KST,2023-10-16 18:36 KST,225.1,1,225.1,-202331.11,202331.11,-156972.07999999996,1
MKRUSDT,Short,"1,463.462 USDT",132,"-193,176.97 USDT",842.53 USDT,0.44 %,10/16/2023 11:45 UTC,10/16/2023 13:26 UTC,"0.09 % 1,462 USDT","-0.68 % 1,473 USDT",2023-10-16 11:45:00,2023-10-16 13:26:00,2023-10-16 20:45:00,2023-10-16 22:26:00,2023-10-16 20:45 KST,2023-10-16 22:26 KST,842.53,1,842.53,-193176.97,193176.97,-156129.54999999996,1
BTCUSDT,Long,"28,621.878 USDT",74,"2,118,018.97 USDT","80,357 USDT",3.79 %,10/16/2023 13:27 UTC,10/16/2023 13:32 UTC,"7.33 % 30,720 USDT",,2023-10-16 13:27:00,2023-10-16 13:32:00,2023-10-16 22:27:00,2023-10-16 22:32:00,2023-10-16 22:27 KST,2023-10-16 22:32 KST,80357.0,1,80357.0,2118018.97,2118018.97,-75772.54999999996,1
ETHUSDT,Long,"1,600.303 USDT",270,"432,081.86 USDT","5,804 USDT",1.34 %,10/16/2023 13:27 UTC,10/16/2023 13:35 UTC,"2.61 % 1,642 USDT",,2023-10-16 13:27:00,2023-10-16 13:35:00,2023-10-16 22:27:00,2023-10-16 22:35:00,2023-10-16 22:27 KST,2023-10-16 22:35 KST,5804.0,1,5804.0,432081.86,432081.86,-69968.54999999996,1
BTCUSDT,Long,"28,222.855 USDT",37.263,"1,051,668.24 USDT","2,358 USDT",0.22 %,10/16/2023 14:48 UTC,10/17/2023 00:53 UTC,"2.04 % 28,797 USDT","-0.71 % 28,021 USDT",2023-10-16 14:48:00,2023-10-17 00:53:00,2023-10-16 23:48:00,2023-10-17 09:53:00,2023-10-16 23:48 KST,2023-10-17 09:53 KST,2358.0,1,2358.0,1051668.24,1051668.24,-67610.54999999996,1
BTCUSDT,Long,"28,286.488 USDT",27,"763,735.19 USDT","7,013 USDT",0.92 %,10/17/2023 14:11 UTC,10/19/2023 17:38 UTC,"2.29 % 28,933 USDT","-0.74 % 28,076 USDT",2023-10-17 14:11:00,2023-10-19 17:38:00,2023-10-17 23:11:00,2023-10-20 02:38:00,2023-10-17 23:11 KST,2023-10-20 02:38 KST,7013.0,1,7013.0,763735.19,763735.19,-60597.54999999996,1
ETHUSDT,Long,"1,569.874 USDT",500,"784,937.21 USDT","19,282 USDT",2.46 %,10/17/2023 14:11 UTC,10/21/2023 02:01 UTC,"3.83 % 1,630 USDT","-1.97 % 1,539 USDT",2023-10-17 14:11:00,2023-10-21 02:01:00,2023-10-17 23:11:00,2023-10-21 11:01:00,2023-10-17 23:11 KST,2023-10-21 11:01 KST,19282.0,1,19282.0,784937.21,784937.21,-41315.54999999996,1
EOSUSDT,Long,0.529 USDT,"111,111","58,777.72 USDT","2,297 USDT",3.91 %,10/19/2023 06:26 UTC,10/20/2023 11:52 UTC,5.29 % 0.56 USDT,-0.57 % 0.53 USDT,2023-10-19 06:26:00,2023-10-20 11:52:00,2023-10-19 15:26:00,2023-10-20 20:52:00,2023-10-19 15:26 KST,2023-10-20 20:52 KST,2297.0,1,2297.0,58777.72,58777.72,-39018.54999999996,1
MKRUSDT,Long,"1,401.893 USDT",66,"92,524.94 USDT","2,425 USDT",2.62 %,10/19/2023 23:32 UTC,10/20/2023 12:29 UTC,"4.05 % 1,458 USDT","-0.05 % 1,401 USDT",2023-10-19 23:32:00,2023-10-20 12:29:00,2023-10-20 08:32:00,2023-10-20 21:29:00,2023-10-20 08:32 KST,2023-10-20 21:29 KST,2425.0,1,2425.0,92524.94,92524.94,-36593.54999999996,1
MKRUSDT,Short,"1,506.096 USDT",88,"-132,536.42 USDT",571.37 USDT,0.43 %,10/23/2023 10:21 UTC,10/23/2023 12:28 UTC,"1.48 % 1,484 USDT",,2023-10-23 10:21:00,2023-10-23 12:28:00,2023-10-23 19:21:00,2023-10-23 21:28:00,2023-10-23 19:21 KST,2023-10-23 21:28 KST,571.37,1,571.37,-132536.42,132536.42,-36022.17999999996,1
BTCUSDT,Long,"30,509.868 USDT",17,"518,667.75 USDT","15,453 USDT",2.98 %,10/23/2023 10:21 UTC,10/23/2023 21:17 UTC,"4.32 % 31,829 USDT","-0.50 % 30,356 USDT",2023-10-23 10:21:00,2023-10-23 21:17:00,2023-10-23 19:21:00,2023-10-24 06:17:00,2023-10-23 19:21 KST,2023-10-24 06:17 KST,15453.0,1,15453.0,518667.75,518667.75,-20569.179999999957,1
ETHUSDT,Long,"1,678.693 USDT",309.747,"519,970.10 USDT","26,167 USDT",5.03 %,10/23/2023 10:21 UTC,10/23/2023 23:08 UTC,"6.86 % 1,793 USDT","-0.96 % 1,662 USDT",2023-10-23 10:21:00,2023-10-23 23:08:00,2023-10-23 19:21:00,2023-10-24 08:08:00,2023-10-23 19:21 KST,2023-10-24 08:08 KST,26167.0,1,26167.0,519970.1,519970.1,5597.820000000043,1
MKRUSDT,Short,"1,519.3 USDT",177,"-268,916.17 USDT","-3,207.15 USDT",-1.19 %,10/23/2023 14:50 UTC,10/23/2023 22:30 UTC,"0.68 % 1,509 USDT","-1.12 % 1,536 USDT",2023-10-23 14:50:00,2023-10-23 22:30:00,2023-10-23 23:50:00,2023-10-24 07:30:00,2023-10-23 23:50 KST,2023-10-24 07:30 KST,3207.15,-1,-3207.15,-268916.17,268916.17,2390.6700000000433,1
BTCUSDT,Long,"35,655.272 USDT",50,"1,782,763.59 USDT","-70,197.50 USDT",-3.94 %,10/23/2023 22:42 UTC,10/23/2023 22:45 UTC,,"-5.86 % 33,567 USDT",2023-10-23 22:42:00,2023-10-23 22:45:00,2023-10-24 07:42:00,2023-10-24 07:45:00,2023-10-24 07:42 KST,2023-10-24 07:45 KST,70197.5,-1,-70197.5,1782763.59,1782763.59,-67806.82999999996,1
BTCUSDT,Short,"33,602.012 USDT",50,"1,680,100.59 USDT","6,427 USDT",0.38 %,10/23/2023 22:45 UTC,10/23/2023 23:01 UTC,"0.89 % 33,307 USDT",,2023-10-23 22:45:00,2023-10-23 23:01:00,2023-10-24 07:45:00,2023-10-24 08:01:00,2023-10-24 07:45 KST,2023-10-24 08:01 KST,6427.0,1,6427.0,1680100.59,1680100.59,-61379.82999999996,1
BTCUSDT,Short,"33,333 USDT",50,"1,666,650.00 USDT","15,648 USDT",0.94 %,10/23/2023 23:02 UTC,10/23/2023 23:58 UTC,"1.73 % 32,765 USDT",,2023-10-23 23:02:00,2023-10-23 23:58:00,2023-10-24 08:02:00,2023-10-24 08:58:00,2023-10-24 08:02 KST,2023-10-24 08:58 KST,15648.0,1,15648.0,1666650.0,1666650.0,-45731.82999999996,1
MKRUSDT,Short,"1,568.807 USDT",189.443,"-297,199.43 USDT",580.32 USDT,0.20 %,10/23/2023 23:04 UTC,10/23/2023 23:51 UTC,"0.98 % 1,553 USDT",,2023-10-23 23:04:00,2023-10-23 23:51:00,2023-10-24 08:04:00,2023-10-24 08:51:00,2023-10-24 08:04 KST,2023-10-24 08:51 KST,580.32,1,580.32,-297199.43,297199.43,-45151.50999999996,1
BTCUSDT,Short,"32,916.026 USDT",50.075,"-1,648,270.01 USDT","-5,441.58 USDT",-0.33 %,10/24/2023 00:06 UTC,10/24/2023 00:14 UTC,"0.05 % 32,899 USDT","-0.18 % 32,976 USDT",2023-10-24 00:06:00,2023-10-24 00:14:00,2023-10-24 09:06:00,2023-10-24 09:14:00,2023-10-24 09:06 KST,2023-10-24 09:14 KST,5441.58,-1,-5441.58,-1648270.01,1648270.01,-50593.08999999996,1
MKRUSDT,Short,"1,558.82 USDT",98.336,"-153,288.15 USDT","-1,162.48 USDT",-0.76 %,10/24/2023 00:08 UTC,10/24/2023 01:53 UTC,"0.71 % 1,547 USDT","-0.61 % 1,568 USDT",2023-10-24 00:08:00,2023-10-24 01:53:00,2023-10-24 09:08:00,2023-10-24 10:53:00,2023-10-24 09:08 KST,2023-10-24 10:53 KST,1162.48,-1,-1162.48,-153288.15,153288.15,-51755.56999999996,1
BTCUSDT,Short,"33,004.829 USDT",51.928,"-1,713,874.78 USDT","-13,031.64 USDT",-0.76 %,10/24/2023 00:16 UTC,10/24/2023 00:25 UTC,,"-0.65 % 33,220 USDT",2023-10-24 00:16:00,2023-10-24 00:25:00,2023-10-24 09:16:00,2023-10-24 09:25:00,2023-10-24 09:16 KST,2023-10-24 09:25 KST,13031.64,-1,-13031.64,-1713874.78,1713874.78,-64787.20999999996,1
BTCUSDT,Short,"33,333.428 USDT",50,"1,666,671.41 USDT","-32,343.85 USDT",-1.94 %,10/24/2023 00:28 UTC,10/24/2023 01:57 UTC,,"-1.86 % 33,966 USDT",2023-10-24 00:28:00,2023-10-24 01:57:00,2023-10-24 09:28:00,2023-10-24 10:57:00,2023-10-24 09:28 KST,2023-10-24 10:57 KST,32343.85,-1,-32343.85,1666671.41,1666671.41,-97131.05999999997,1
BTCUSDT,Long,"34,099.585 USDT",50,"1,704,979.23 USDT","32,567 USDT",1.91 %,10/24/2023 08:07 UTC,10/25/2023 16:29 UTC,"3.09 % 35,154 USDT","-2.51 % 33,244 USDT",2023-10-24 08:07:00,2023-10-25 16:29:00,2023-10-24 17:07:00,2023-10-26 01:29:00,2023-10-24 17:07 KST,2023-10-26 01:29 KST,32567.0,1,32567.0,1704979.23,1704979.23,-64564.05999999997,1
ETHUSDT,Long,"1,824.921 USDT",322.577,"588,677.57 USDT","2,680 USDT",0.46 %,10/24/2023 08:22 UTC,10/24/2023 13:08 UTC,"1.62 % 1,854 USDT","-0.65 % 1,813 USDT",2023-10-24 08:22:00,2023-10-24 13:08:00,2023-10-24 17:22:00,2023-10-24 22:08:00,2023-10-24 17:22 KST,2023-10-24 22:08 KST,2680.0,1,2680.0,588677.57,588677.57,-61884.05999999997,1
ETHUSDT,Long,"1,827.708 USDT",170,"310,710.36 USDT","-8,783.80 USDT",-2.83 %,10/24/2023 13:27 UTC,10/24/2023 15:30 UTC,"0.20 % 1,831 USDT","-3.51 % 1,763 USDT",2023-10-24 13:27:00,2023-10-24 15:30:00,2023-10-24 22:27:00,2023-10-25 00:30:00,2023-10-24 22:27 KST,2023-10-25 00:30 KST,8783.8,-1,-8783.8,310710.36,310710.36,-70667.85999999997,1
MKRUSDT,Long,"1,453.343 USDT",196,"284,855.18 USDT","1,574 USDT",0.55 %,10/25/2023 12:16 UTC,10/25/2023 16:31 UTC,"1.90 % 1,480 USDT","-0.62 % 1,444 USDT",2023-10-25 12:16:00,2023-10-25 16:31:00,2023-10-25 21:16:00,2023-10-26 01:31:00,2023-10-25 21:16 KST,2023-10-26 01:31 KST,1574.0,1,1574.0,284855.18,284855.18,-69093.85999999997,1
BTCUSDT,Long,"34,037.233 USDT",37,"1,259,377.63 USDT","5,416 USDT",0.43 %,10/26/2023 11:47 UTC,10/26/2023 14:32 UTC,"0.97 % 34,368 USDT","-0.22 % 33,963 USDT",2023-10-26 11:47:00,2023-10-26 14:32:00,2023-10-26 20:47:00,2023-10-26 23:32:00,2023-10-26 20:47 KST,2023-10-26 23:32 KST,5416.0,1,5416.0,1259377.63,1259377.63,-63677.85999999997,1
MKRUSDT,Long,"1,436.384 USDT",90.838,"130,478.27 USDT",-612.63 USDT,-0.47 %,10/26/2023 12:24 UTC,10/26/2023 13:58 UTC,"0.44 % 1,442 USDT","-0.80 % 1,424 USDT",2023-10-26 12:24:00,2023-10-26 13:58:00,2023-10-26 21:24:00,2023-10-26 22:58:00,2023-10-26 21:24 KST,2023-10-26 22:58 KST,612.63,-1,-612.63,130478.27,130478.27,-64290.48999999997,1
BTCUSDT,Long,"33,992.31 USDT",49,"1,665,623.21 USDT","-9,013.88 USDT",-0.54 %,10/26/2023 16:01 UTC,10/27/2023 17:07 UTC,"0.87 % 34,287 USDT","-1.89 % 33,350 USDT",2023-10-26 16:01:00,2023-10-27 17:07:00,2023-10-27 01:01:00,2023-10-28 02:07:00,2023-10-27 01:01 KST,2023-10-28 02:07 KST,9013.88,-1,-9013.88,1665623.21,1665623.21,-73304.36999999997,1
MKRUSDT,Long,"1,414.535 USDT",88,"124,479.04 USDT","-1,529.30 USDT",-1.23 %,10/26/2023 19:20 UTC,10/27/2023 01:05 UTC,"0.91 % 1,427 USDT","-1.65 % 1,391 USDT",2023-10-26 19:20:00,2023-10-27 01:05:00,2023-10-27 04:20:00,2023-10-27 10:05:00,2023-10-27 04:20 KST,2023-10-27 10:05 KST,1529.3,-1,-1529.3,124479.04,124479.04,-74833.66999999997,1
