Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period
BTCUSDT,Short,"30,081.984 USDT",37.07,"-1,115,139.14 USDT","14,555 USDT",1.31 %,07/17/2023 12:21 UTC,07/20/2023 18:27 UTC,"1.40 % 29,667 USDT","-1.01 % 30,388 USDT",2023-07-17 12:21:00,2023-07-20 18:27:00,2023-07-17 21:21:00,2023-07-21 03:27:00,2023-07-17 21:21 KST,2023-07-21 03:27 KST,14555.0,1,14555.0,-1115139.14,1115139.14,-42493.060000000005,1
ETHUSDT,Short,"1,917.12 USDT",206.907,"-396,665.45 USDT","6,242 USDT",1.57 %,07/20/2023 12:21 UTC,07/20/2023 18:28 UTC,"1.83 % 1,882 USDT","-0.18 % 1,920 USDT",2023-07-20 12:21:00,2023-07-20 18:28:00,2023-07-20 21:21:00,2023-07-21 03:28:00,2023-07-20 21:21 KST,2023-07-21 03:28 KST,6242.0,1,6242.0,-396665.45,396665.45,-36251.060000000005,1
BTCUSDT,Long,"29,674.8 USDT",27,"801,219.60 USDT","5,789 USDT",0.72 %,07/20/2023 18:27 UTC,07/21/2023 19:08 UTC,"1.29 % 30,056 USDT","-0.69 % 29,468 USDT",2023-07-20 18:27:00,2023-07-21 19:08:00,2023-07-21 03:27:00,2023-07-22 04:08:00,2023-07-21 03:27 KST,2023-07-22 04:08 KST,5789.0,1,5789.0,801219.6,801219.6,-30462.060000000005,1
BTCUSDT,Short,"29,040.004 USDT",17,"493,680.07 USDT","-4,559.56 USDT",-0.92 %,07/24/2023 09:50 UTC,07/24/2023 10:08 UTC,,"-0.85 % 29,290 USDT",2023-07-24 09:50:00,2023-07-24 10:08:00,2023-07-24 18:50:00,2023-07-24 19:08:00,2023-07-24 18:50 KST,2023-07-24 19:08 KST,4559.56,-1,-4559.56,493680.07,493680.07,-35021.62,1
BTCUSDT,Short,"29,361.105 USDT",57,"-1,673,583.00 USDT","21,562 USDT",1.29 %,07/24/2023 12:06 UTC,08/01/2023 16:07 UTC,"2.13 % 28,750 USDT","-0.93 % 29,637 USDT",2023-07-24 12:06:00,2023-08-01 16:07:00,2023-07-24 21:06:00,2023-08-02 01:07:00,2023-07-24 21:06 KST,2023-08-02 01:07 KST,21562.0,1,21562.0,-1673583.0,1673583.0,-13459.620000000003,1
XRPUSDT,Short,0.699 USDT,"50,000","34,960.00 USDT",439.16 USDT,1.26 %,07/25/2023 14:35 UTC,08/01/2023 08:52 UTC,2.40 % 0.68 USDT,-4.07 % 0.73 USDT,2023-07-25 14:35:00,2023-08-01 08:52:00,2023-07-25 23:35:00,2023-08-01 17:52:00,2023-07-25 23:35 KST,2023-08-01 17:52 KST,439.16,1,439.16,34960.0,34960.0,-13020.460000000003,1
BTCUSDT,Short,"29,158.268 USDT",57,"-1,662,021.30 USDT","-48,033.73 USDT",-2.89 %,08/01/2023 18:24 UTC,08/02/2023 01:33 UTC,"0.23 % 29,092 USDT","-2.75 % 29,982 USDT",2023-08-01 18:24:00,2023-08-02 01:33:00,2023-08-02 03:24:00,2023-08-02 10:33:00,2023-08-02 03:24 KST,2023-08-02 10:33 KST,48033.73,-1,-48033.73,-1662021.3,1662021.3,-61054.19,1
ETHUSDT,Short,"1,851.684 USDT",170,"314,786.21 USDT","-1,237.49 USDT",-0.39 %,08/01/2023 19:16 UTC,08/02/2023 10:39 UTC,"0.27 % 1,846 USDT","-1.35 % 1,877 USDT",2023-08-01 19:16:00,2023-08-02 10:39:00,2023-08-02 04:16:00,2023-08-02 19:39:00,2023-08-02 04:16 KST,2023-08-02 19:39 KST,1237.49,-1,-1237.49,314786.21,314786.21,-62291.68,1
BTCUSDT,Short,"29,802.698 USDT",57.5,"-1,713,655.13 USDT","15,956 USDT",0.93 %,08/02/2023 02:52 UTC,08/02/2023 10:38 UTC,"1.34 % 29,409 USDT",,2023-08-02 02:52:00,2023-08-02 10:38:00,2023-08-02 11:52:00,2023-08-02 19:38:00,2023-08-02 11:52 KST,2023-08-02 19:38 KST,15956.0,1,15956.0,-1713655.13,1713655.13,-46335.68,1
BTCUSDT,Short,"29,261.096 USDT",37,"-1,082,660.56 USDT","2,940 USDT",0.27 %,08/02/2023 15:02 UTC,08/02/2023 21:36 UTC,"0.89 % 29,002 USDT","-0.27 % 29,339 USDT",2023-08-02 15:02:00,2023-08-02 21:36:00,2023-08-03 00:02:00,2023-08-03 06:36:00,2023-08-03 00:02 KST,2023-08-03 06:36 KST,2940.0,1,2940.0,-1082660.56,1082660.56,-43395.68,1
BTCUSDT,Long,"29,126.1 USDT",37,"1,077,665.70 USDT","-4,582.22 USDT",-0.43 %,08/02/2023 23:36 UTC,08/03/2023 07:28 UTC,"0.50 % 29,273 USDT","-0.42 % 29,005 USDT",2023-08-02 23:36:00,2023-08-03 07:28:00,2023-08-03 08:36:00,2023-08-03 16:28:00,2023-08-03 08:36 KST,2023-08-03 16:28 KST,4582.22,-1,-4582.22,1077665.7,1077665.7,-47977.9,1
BTCUSDT,Long,"29,055 USDT",57,"1,656,135.00 USDT","14,420 USDT",0.87 %,08/03/2023 07:37 UTC,08/03/2023 15:16 UTC,"1.33 % 29,440 USDT","-0.34 % 28,955 USDT",2023-08-03 07:37:00,2023-08-03 15:16:00,2023-08-03 16:37:00,2023-08-04 00:16:00,2023-08-03 16:37 KST,2023-08-04 00:16 KST,14420.0,1,14420.0,1656135.0,1656135.0,-33557.9,1
BTCUSDT,Long,"29,065 USDT",37,"1,075,405.00 USDT","-9,012.13 USDT",-0.84 %,08/04/2023 19:33 UTC,08/07/2023 16:01 UTC,"0.54 % 29,220 USDT","-1.16 % 28,728 USDT",2023-08-04 19:33:00,2023-08-07 16:01:00,2023-08-05 04:33:00,2023-08-08 01:01:00,2023-08-05 04:33 KST,2023-08-08 01:01 KST,9012.13,-1,-9012.13,1075405.0,1075405.0,-42570.03,1
BTCUSDT,Long,"29,653.766 USDT",57,"1,690,264.68 USDT","-11,548.38 USDT",-0.68 %,08/08/2023 13:04 UTC,08/08/2023 13:33 UTC,,"-0.80 % 29,415 USDT",2023-08-08 13:04:00,2023-08-08 13:33:00,2023-08-08 22:04:00,2023-08-08 22:33:00,2023-08-08 22:04 KST,2023-08-08 22:33 KST,11548.38,-1,-11548.38,1690264.68,1690264.68,-54118.409999999996,1
BTCUSDT,Short,"29,707.915 USDT",60,"-1,782,474.91 USDT","7,465 USDT",0.42 %,08/08/2023 16:23 UTC,08/09/2023 17:13 UTC,"0.71 % 29,499 USDT","-1.39 % 30,126 USDT",2023-08-08 16:23:00,2023-08-09 17:13:00,2023-08-09 01:23:00,2023-08-10 02:13:00,2023-08-09 01:23 KST,2023-08-10 02:13 KST,7465.0,1,7465.0,-1782474.91,1782474.91,-46653.409999999996,1
BTCUSDT,Long,"29,419.649 USDT",57,"1,676,919.99 USDT","2,324 USDT",0.14 %,08/09/2023 20:27 UTC,08/14/2023 18:00 UTC,"0.91 % 29,686 USDT","-1.19 % 29,070 USDT",2023-08-09 20:27:00,2023-08-14 18:00:00,2023-08-10 05:27:00,2023-08-15 03:00:00,2023-08-10 05:27 KST,2023-08-15 03:00 KST,2324.0,1,2324.0,1676919.99,1676919.99,-44329.409999999996,1
MKRUSDT,Long,"1,239.997 USDT",209.411,"259,668.94 USDT","1,455 USDT",0.56 %,08/10/2023 05:06 UTC,08/10/2023 17:58 UTC,"2.44 % 1,270 USDT","-0.50 % 1,233 USDT",2023-08-10 05:06:00,2023-08-10 17:58:00,2023-08-10 14:06:00,2023-08-11 02:58:00,2023-08-10 14:06 KST,2023-08-11 02:58 KST,1455.0,1,1455.0,259668.94,259668.94,-42874.409999999996,1
GMXUSDT,Long,44.315 USDT,"4,336.72","195,439.80 USDT","-14,158.83 USDT",-7.24 %,08/11/2023 16:12 UTC,08/16/2023 20:29 UTC,7.80 % 47.77 USDT,-13.91 % 38.15 USDT,2023-08-11 16:12:00,2023-08-16 20:29:00,2023-08-12 01:12:00,2023-08-17 05:29:00,2023-08-12 01:12 KST,2023-08-17 05:29 KST,14158.83,-1,-14158.83,195439.8,195439.8,-57033.24,1
RDNTUSDT,Long,0.284 USDT,"1,020,645","290,821.53 USDT","-6,140.90 USDT",-2.11 %,08/11/2023 19:00 UTC,08/16/2023 20:29 UTC,4.89 % 0.30 USDT,-7.58 % 0.26 USDT,2023-08-11 19:00:00,2023-08-16 20:29:00,2023-08-12 04:00:00,2023-08-17 05:29:00,2023-08-12 04:00 KST,2023-08-17 05:29 KST,6140.9,-1,-6140.9,290821.53,290821.53,-63174.14,1
MKRUSDT,Long,"1,223.471 USDT","1,013.035","1,239,418.80 USDT","-55,590.36 USDT",-4.49 %,08/12/2023 13:09 UTC,08/16/2023 15:29 UTC,"4.46 % 1,278 USDT","-6.25 % 1,147 USDT",2023-08-12 13:09:00,2023-08-16 15:29:00,2023-08-12 22:09:00,2023-08-17 00:29:00,2023-08-12 22:09 KST,2023-08-17 00:29 KST,55590.36,-1,-55590.36,1239418.8,1239418.8,-118764.5,1
BTCUSDT,Long,"29,368.576 USDT",50,"1,468,428.78 USDT","-17,869.74 USDT",-1.22 %,08/14/2023 20:24 UTC,08/16/2023 20:29 UTC,"0.42 % 29,492 USDT","-1.64 % 28,888 USDT",2023-08-14 20:24:00,2023-08-16 20:29:00,2023-08-15 05:24:00,2023-08-17 05:29:00,2023-08-15 05:24 KST,2023-08-17 05:29 KST,17869.74,-1,-17869.74,1468428.78,1468428.78,-136634.24,1
ARBUSDT,Long,1.137 USDT,"17,578.5","19,989.20 USDT",393.26 USDT,1.97 %,08/15/2023 12:07 UTC,08/15/2023 14:29 UTC,2.04 % 1.16 USDT,,2023-08-15 12:07:00,2023-08-15 14:29:00,2023-08-15 21:07:00,2023-08-15 23:29:00,2023-08-15 21:07 KST,2023-08-15 23:29 KST,393.26,1,393.26,19989.2,19989.2,-136240.97999999998,1
SSVUSDT,Long,16.943 USDT,"5,555","94,119.73 USDT","-5,143.53 USDT",-5.46 %,08/15/2023 19:37 UTC,08/16/2023 20:29 UTC,2.11 % 17.30 USDT,-8.87 % 15.44 USDT,2023-08-15 19:37:00,2023-08-16 20:29:00,2023-08-16 04:37:00,2023-08-17 05:29:00,2023-08-16 04:37 KST,2023-08-17 05:29 KST,5143.53,-1,-5143.53,94119.73,94119.73,-141384.50999999998,1
MKRUSDT,Short,"1,144.1 USDT",26.628,"-30,465.09 USDT",-42.26 USDT,-0.14 %,08/16/2023 16:19 UTC,08/16/2023 16:23 UTC,,,2023-08-16 16:19:00,2023-08-16 16:23:00,2023-08-17 01:19:00,2023-08-17 01:23:00,2023-08-17 01:19 KST,2023-08-17 01:23 KST,42.26,-1,-42.26,-30465.09,30465.09,-141426.77,1
EOSUSDT,Long,0.656 USDT,"222,222","145,777.63 USDT","-4,308.42 USDT",-2.96 %,08/16/2023 16:39 UTC,08/16/2023 20:29 UTC,1.22 % 0.66 USDT,-6.25 % 0.62 USDT,2023-08-16 16:39:00,2023-08-16 20:29:00,2023-08-17 01:39:00,2023-08-17 05:29:00,2023-08-17 01:39 KST,2023-08-17 05:29 KST,4308.42,-1,-4308.42,145777.63,145777.63,-145735.19,1
MKRUSDT,Long,"1,140.46 USDT",655.332,"747,380.07 USDT","-10,642.47 USDT",-1.42 %,08/16/2023 18:24 UTC,08/16/2023 20:29 UTC,"0.48 % 1,145 USDT","-3.55 % 1,100 USDT",2023-08-16 18:24:00,2023-08-16 20:29:00,2023-08-17 03:24:00,2023-08-17 05:29:00,2023-08-17 03:24 KST,2023-08-17 05:29 KST,10642.47,-1,-10642.47,747380.07,747380.07,-156377.66,1
BTCUSDT,Long,"28,684.339 USDT",37,"1,061,320.54 USDT","-23,711.91 USDT",-2.23 %,08/17/2023 06:44 UTC,08/17/2023 15:44 UTC,,"-2.65 % 27,925 USDT",2023-08-17 06:44:00,2023-08-17 15:44:00,2023-08-17 15:44:00,2023-08-18 00:44:00,2023-08-17 15:44 KST,2023-08-18 00:44 KST,23711.91,-1,-23711.91,1061320.54,1061320.54,-180089.57,1
EOSUSDT,Long,0.637 USDT,"150,000","95,550.00 USDT",-57.33 USDT,-0.06 %,08/17/2023 09:00 UTC,08/17/2023 14:09 UTC,0.63 % 0.64 USDT,-0.47 % 0.63 USDT,2023-08-17 09:00:00,2023-08-17 14:09:00,2023-08-17 18:00:00,2023-08-17 23:09:00,2023-08-17 18:00 KST,2023-08-17 23:09 KST,57.33,-1,-57.33,95550.0,95550.0,-180146.9,1
LTCUSDT,Long,75.19 USDT,"1,500","112,785.00 USDT",157.26 USDT,0.14 %,08/17/2023 09:44 UTC,08/17/2023 14:08 UTC,0.72 % 75.73 USDT,-0.51 % 74.81 USDT,2023-08-17 09:44:00,2023-08-17 14:08:00,2023-08-17 18:44:00,2023-08-17 23:08:00,2023-08-17 18:44 KST,2023-08-17 23:08 KST,157.26,1,157.26,112785.0,112785.0,-179989.63999999998,1
BTCUSDT,Long,"25,685.549 USDT",37,"950,365.32 USDT","9,677 USDT",1.02 %,08/17/2023 21:45 UTC,08/17/2023 21:48 UTC,"2.03 % 26,207 USDT",,2023-08-17 21:45:00,2023-08-17 21:48:00,2023-08-18 06:45:00,2023-08-18 06:48:00,2023-08-18 06:45 KST,2023-08-18 06:48 KST,9677.0,1,9677.0,950365.32,950365.32,-170312.63999999998,1
BTCUSDT,Long,"26,221.51 USDT",37,"970,195.89 USDT","10,517 USDT",1.08 %,08/17/2023 21:49 UTC,08/17/2023 22:01 UTC,"1.15 % 26,521 USDT","-2.01 % 25,694 USDT",2023-08-17 21:49:00,2023-08-17 22:01:00,2023-08-18 06:49:00,2023-08-18 07:01:00,2023-08-18 06:49 KST,2023-08-18 07:01 KST,10517.0,1,10517.0,970195.89,970195.89,-159795.63999999998,1
XRPUSDT,Long,0.5 USDT,"200,000","100,000.00 USDT",559.81 USDT,0.56 %,08/17/2023 22:18 UTC,08/18/2023 13:55 UTC,4.60 % 0.52 USDT,-3.56 % 0.48 USDT,2023-08-17 22:18:00,2023-08-18 13:55:00,2023-08-18 07:18:00,2023-08-18 22:55:00,2023-08-18 07:18 KST,2023-08-18 22:55 KST,559.81,1,559.81,100000.0,100000.0,-159235.83,1
BTCUSDT,Long,"26,382.865 USDT",60,"1,582,971.91 USDT","-32,174.33 USDT",-2.03 %,08/17/2023 22:30 UTC,08/18/2023 17:05 UTC,"2.32 % 26,994 USDT","-2.49 % 25,726 USDT",2023-08-17 22:30:00,2023-08-18 17:05:00,2023-08-18 07:30:00,2023-08-19 02:05:00,2023-08-18 07:30 KST,2023-08-19 02:05 KST,32174.33,-1,-32174.33,1582971.91,1582971.91,-191410.15999999997,1
EOSUSDT,Long,0.576 USDT,"272,225","156,785.22 USDT","-2,407.02 USDT",-1.54 %,08/17/2023 22:36 UTC,08/18/2023 17:12 UTC,1.23 % 0.58 USDT,-2.59 % 0.56 USDT,2023-08-17 22:36:00,2023-08-18 17:12:00,2023-08-18 07:36:00,2023-08-19 02:12:00,2023-08-18 07:36 KST,2023-08-19 02:12 KST,2407.02,-1,-2407.02,156785.22,156785.22,-193817.17999999996,1
LTCUSDT,Long,64.52 USDT,"3,000","193,559.35 USDT","1,474 USDT",0.76 %,08/17/2023 22:41 UTC,08/18/2023 15:17 UTC,2.70 % 66.26 USDT,-0.91 % 63.93 USDT,2023-08-17 22:41:00,2023-08-18 15:17:00,2023-08-18 07:41:00,2023-08-19 00:17:00,2023-08-18 07:41 KST,2023-08-19 00:17 KST,1474.0,1,1474.0,193559.35,193559.35,-192343.17999999996,1
MKRUSDT,Short,"1,072.6 USDT",0.822,881.68 USDT,-0.45 USDT,-0.05 %,08/18/2023 17:06 UTC,08/18/2023 17:12 UTC,,"-0.01 % 1,072 USDT",2023-08-18 17:06:00,2023-08-18 17:12:00,2023-08-19 02:06:00,2023-08-19 02:12:00,2023-08-19 02:06 KST,2023-08-19 02:12 KST,0.45,-1,-0.45,881.68,881.68,-192343.62999999998,1
MKRUSDT,Short,"1,078.025 USDT",257.014,"-277,067.41 USDT","19,992 USDT",7.22 %,08/18/2023 20:50 UTC,08/22/2023 21:29 UTC,"7.31 % 1,004 USDT","-3.64 % 1,118 USDT",2023-08-18 20:50:00,2023-08-22 21:29:00,2023-08-19 05:50:00,2023-08-23 06:29:00,2023-08-19 05:50 KST,2023-08-23 06:29 KST,19992.0,1,19992.0,-277067.41,277067.41,-172351.62999999998,1
ETHUSDT,Short,"1,659.463 USDT",270,"-448,054.92 USDT","5,489 USDT",1.23 %,08/19/2023 08:55 UTC,08/22/2023 18:39 UTC,"2.33 % 1,621 USDT","-1.91 % 1,691 USDT",2023-08-19 08:55:00,2023-08-22 18:39:00,2023-08-19 17:55:00,2023-08-23 03:39:00,2023-08-19 17:55 KST,2023-08-23 03:39 KST,5489.0,1,5489.0,-448054.92,448054.92,-166862.62999999998,1
BTCUSDT,Short,"25,963.913 USDT",40.68,"-1,056,211.99 USDT","3,703 USDT",0.35 %,08/19/2023 09:02 UTC,08/22/2023 18:33 UTC,"0.83 % 25,751 USDT","-1.04 % 26,238 USDT",2023-08-19 09:02:00,2023-08-22 18:33:00,2023-08-19 18:02:00,2023-08-23 03:33:00,2023-08-19 18:02 KST,2023-08-23 03:33 KST,3703.0,1,3703.0,-1056211.99,1056211.99,-163159.62999999998,1
MKRUSDT,Long,"1,006.817 USDT",300,"302,045.12 USDT","3,565 USDT",1.18 %,08/22/2023 21:28 UTC,08/23/2023 13:06 UTC,"3.90 % 1,046 USDT","-0.24 % 1,004 USDT",2023-08-22 21:28:00,2023-08-23 13:06:00,2023-08-23 06:28:00,2023-08-23 22:06:00,2023-08-23 06:28 KST,2023-08-23 22:06 KST,3565.0,1,3565.0,302045.12,302045.12,-159594.62999999998,1
BTCUSDT,Long,"25,643.952 USDT",37,"948,826.24 USDT","8,790 USDT",0.93 %,08/22/2023 21:30 UTC,08/23/2023 12:26 UTC,"2.08 % 26,177 USDT","-0.34 % 25,555 USDT",2023-08-22 21:30:00,2023-08-23 12:26:00,2023-08-23 06:30:00,2023-08-23 21:26:00,2023-08-23 06:30 KST,2023-08-23 21:26 KST,8790.0,1,8790.0,948826.24,948826.24,-150804.62999999998,1
ETHUSDT,Long,"1,606.43 USDT",270,"433,736.10 USDT","8,320 USDT",1.92 %,08/22/2023 21:33 UTC,08/23/2023 13:10 UTC,"3.23 % 1,658 USDT","-0.63 % 1,596 USDT",2023-08-22 21:33:00,2023-08-23 13:10:00,2023-08-23 06:33:00,2023-08-23 22:10:00,2023-08-23 06:33 KST,2023-08-23 22:10 KST,8320.0,1,8320.0,433736.1,433736.1,-142484.62999999998,1
MKRUSDT,Long,"1,031.451 USDT",200.838,"207,154.58 USDT","4,697 USDT",2.27 %,08/23/2023 15:23 UTC,08/23/2023 21:55 UTC,"5.11 % 1,084 USDT","-0.25 % 1,028 USDT",2023-08-23 15:23:00,2023-08-23 21:55:00,2023-08-24 00:23:00,2023-08-24 06:55:00,2023-08-24 00:23 KST,2023-08-24 06:55 KST,4697.0,1,4697.0,207154.58,207154.58,-137787.62999999998,1
BTCUSDT,Long,"26,134.93 USDT",37,"966,992.43 USDT","11,199 USDT",1.16 %,08/23/2023 15:46 UTC,08/23/2023 18:39 UTC,"1.76 % 26,595 USDT","-0.10 % 26,108 USDT",2023-08-23 15:46:00,2023-08-23 18:39:00,2023-08-24 00:46:00,2023-08-24 03:39:00,2023-08-24 00:46 KST,2023-08-24 03:39 KST,11199.0,1,11199.0,966992.43,966992.43,-126588.62999999998,1
BTCUSDT,Long,"26,387.42 USDT",37,"976,334.55 USDT","3,912 USDT",0.40 %,08/23/2023 22:08 UTC,08/24/2023 09:05 UTC,"0.56 % 26,535 USDT","-0.20 % 26,334 USDT",2023-08-23 22:08:00,2023-08-24 09:05:00,2023-08-24 07:08:00,2023-08-24 18:05:00,2023-08-24 07:08 KST,2023-08-24 18:05 KST,3912.0,1,3912.0,976334.55,976334.55,-122676.62999999998,1
ETHUSDT,Long,"1,672.283 USDT",270,"451,516.31 USDT",697.39 USDT,0.15 %,08/23/2023 22:09 UTC,08/24/2023 09:04 UTC,"0.63 % 1,682 USDT","-0.18 % 1,669 USDT",2023-08-23 22:09:00,2023-08-24 09:04:00,2023-08-24 07:09:00,2023-08-24 18:04:00,2023-08-24 07:09 KST,2023-08-24 18:04 KST,697.39,1,697.39,451516.31,451516.31,-121979.23999999998,1
LTCUSDT,Long,65.51 USDT,"1,500","98,265.00 USDT",180.74 USDT,0.18 %,08/23/2023 22:13 UTC,08/24/2023 09:06 UTC,0.52 % 65.85 USDT,-0.43 % 65.23 USDT,2023-08-23 22:13:00,2023-08-24 09:06:00,2023-08-24 07:13:00,2023-08-24 18:06:00,2023-08-24 07:13 KST,2023-08-24 18:06 KST,180.74,1,180.74,98265.0,98265.0,-121798.49999999997,1
MKRUSDT,Short,"1,094.88 USDT",245.561,"-268,859.87 USDT","13,662 USDT",5.08 %,08/24/2023 09:06 UTC,08/24/2023 19:14 UTC,"6.53 % 1,027 USDT","-0.17 % 1,096 USDT",2023-08-24 09:06:00,2023-08-24 19:14:00,2023-08-24 18:06:00,2023-08-25 04:14:00,2023-08-24 18:06 KST,2023-08-25 04:14 KST,13662.0,1,13662.0,-268859.87,268859.87,-108136.49999999997,1
BTCUSDT,Short,"26,494.898 USDT",37.319,"-988,763.11 USDT","13,132 USDT",1.33 %,08/24/2023 09:06 UTC,08/24/2023 23:43 UTC,"2.06 % 25,959 USDT","-0.14 % 26,532 USDT",2023-08-24 09:06:00,2023-08-24 23:43:00,2023-08-24 18:06:00,2023-08-25 08:43:00,2023-08-24 18:06 KST,2023-08-25 08:43 KST,13132.0,1,13132.0,-988763.11,988763.11,-95004.49999999997,1
MKRUSDT,Long,"1,018.956 USDT",595.321,"606,605.76 USDT","26,081 USDT",4.30 %,08/24/2023 23:53 UTC,08/28/2023 01:31 UTC,"5.34 % 1,073 USDT",-3.20 % 986.40 USDT,2023-08-24 23:53:00,2023-08-28 01:31:00,2023-08-25 08:53:00,2023-08-28 10:31:00,2023-08-25 08:53 KST,2023-08-28 10:31 KST,26081.0,1,26081.0,606605.76,606605.76,-68923.49999999997,1
BTCUSDT,Long,"26,071.76 USDT",33.58,"875,489.72 USDT","-6,016.01 USDT",-0.69 %,08/24/2023 23:54 UTC,08/28/2023 05:33 UTC,"0.88 % 26,300 USDT","-1.22 % 25,754 USDT",2023-08-24 23:54:00,2023-08-28 05:33:00,2023-08-25 08:54:00,2023-08-28 14:33:00,2023-08-25 08:54 KST,2023-08-28 14:33 KST,6016.01,-1,-6016.01,875489.72,875489.72,-74939.50999999997,1
ETHUSDT,Long,"1,638.34 USDT",270,"442,351.88 USDT","2,174 USDT",0.49 %,08/25/2023 15:01 UTC,08/28/2023 05:31 UTC,"1.30 % 1,659 USDT","-0.24 % 1,634 USDT",2023-08-25 15:01:00,2023-08-28 05:31:00,2023-08-26 00:01:00,2023-08-28 14:31:00,2023-08-26 00:01 KST,2023-08-28 14:31 KST,2174.0,1,2174.0,442351.88,442351.88,-72765.50999999997,1
MKRUSDT,Short,"1,044.064 USDT",270,"-281,897.32 USDT","-2,596.82 USDT",-0.92 %,08/28/2023 10:10 UTC,08/28/2023 12:10 UTC,"0.03 % 1,043 USDT","-0.95 % 1,054 USDT",2023-08-28 10:10:00,2023-08-28 12:10:00,2023-08-28 19:10:00,2023-08-28 21:10:00,2023-08-28 19:10 KST,2023-08-28 21:10 KST,2596.82,-1,-2596.82,-281897.32,281897.32,-75362.32999999997,1
MKRUSDT,Short,"1,068.593 USDT",306.314,"-327,325.08 USDT","19,884 USDT",6.07 %,08/28/2023 12:29 UTC,08/28/2023 18:53 UTC,"6.65 % 1,002 USDT","-0.15 % 1,070 USDT",2023-08-28 12:29:00,2023-08-28 18:53:00,2023-08-28 21:29:00,2023-08-29 03:53:00,2023-08-28 21:29 KST,2023-08-29 03:53 KST,19884.0,1,19884.0,-327325.08,327325.08,-55478.32999999997,1
MKRUSDT,Long,"1,050.108 USDT",995.084,"1,044,945.19 USDT","66,536 USDT",6.37 %,08/28/2023 19:00 UTC,08/31/2023 08:39 UTC,"4.37 % 1,096 USDT","-4.27 % 1,005 USDT",2023-08-28 19:00:00,2023-08-31 08:39:00,2023-08-29 04:00:00,2023-08-31 17:39:00,2023-08-29 04:00 KST,2023-08-31 17:39 KST,66536.0,1,66536.0,1044945.19,1044945.19,11057.670000000027,1
BTCUSDT,Long,"27,217.582 USDT",57,"1,551,402.16 USDT","2,910 USDT",0.19 %,08/29/2023 14:35 UTC,08/29/2023 14:53 UTC,"1.74 % 27,690 USDT",,2023-08-29 14:35:00,2023-08-29 14:53:00,2023-08-29 23:35:00,2023-08-29 23:53:00,2023-08-29 23:35 KST,2023-08-29 23:53 KST,2910.0,1,2910.0,1551402.16,1551402.16,13967.670000000027,1
EOSUSDT,Long,0.614 USDT,"200,000","122,800.00 USDT","1,325 USDT",1.08 %,08/29/2023 14:46 UTC,08/29/2023 20:55 UTC,2.61 % 0.63 USDT,-1.47 % 0.60 USDT,2023-08-29 14:46:00,2023-08-29 20:55:00,2023-08-29 23:46:00,2023-08-30 05:55:00,2023-08-29 23:46 KST,2023-08-30 05:55 KST,1325.0,1,1325.0,122800.0,122800.0,15292.670000000027,1
BTCUSDT,Long,"27,457.759 USDT",57,"1,568,640.00 USDT","-86,711.46 USDT",-5.53 %,08/29/2023 14:58 UTC,09/01/2023 14:31 UTC,"2.59 % 28,168 USDT","-6.70 % 25,617 USDT",2023-08-29 14:58:00,2023-09-01 14:31:00,2023-08-29 23:58:00,2023-09-01 23:31:00,2023-08-29 23:58 KST,2023-09-01 23:31 KST,86711.46,-1,-86711.46,1568640.0,1568640.0,-71418.78999999998,1
ETHUSDT,Long,"1,727.779 USDT",570,"984,595.21 USDT","-8,318.51 USDT",-0.84 %,08/29/2023 14:59 UTC,08/30/2023 14:50 UTC,"0.96 % 1,744 USDT","-2.30 % 1,688 USDT",2023-08-29 14:59:00,2023-08-30 14:50:00,2023-08-29 23:59:00,2023-08-30 23:50:00,2023-08-29 23:59 KST,2023-08-30 23:50 KST,8318.51,-1,-8318.51,984595.21,984595.21,-79737.29999999997,1
ETHUSDT,Long,"1,704.19 USDT",270,"460,131.38 USDT",1.86 USDT,0.00 %,08/31/2023 07:19 UTC,08/31/2023 08:44 UTC,"0.20 % 1,707 USDT","-0.01 % 1,704 USDT",2023-08-31 07:19:00,2023-08-31 08:44:00,2023-08-31 16:19:00,2023-08-31 17:44:00,2023-08-31 16:19 KST,2023-08-31 17:44 KST,1.86,1,1.86,460131.38,460131.38,-79735.43999999997,1
MKRUSDT,Short,"1,108.207 USDT",440,"-487,611.15 USDT","-18,740.42 USDT",-3.84 %,08/31/2023 08:39 UTC,08/31/2023 14:43 UTC,"1.70 % 1,089 USDT","-4.00 % 1,154 USDT",2023-08-31 08:39:00,2023-08-31 14:43:00,2023-08-31 17:39:00,2023-08-31 23:43:00,2023-08-31 17:39 KST,2023-08-31 23:43 KST,18740.42,-1,-18740.42,-487611.15,487611.15,-98475.85999999997,1
MKRUSDT,Short,"1,166.142 USDT",270,"314,858.22 USDT","-3,275.13 USDT",-1.04 %,08/31/2023 15:36 UTC,08/31/2023 16:00 UTC,,"-1.04 % 1,178 USDT",2023-08-31 15:36:00,2023-08-31 16:00:00,2023-09-01 00:36:00,2023-09-01 01:00:00,2023-09-01 00:36 KST,2023-09-01 01:00 KST,3275.13,-1,-3275.13,314858.22,314858.22,-101750.98999999998,1
