Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period
ORDIUSDT,Short,74.071 USDT,772.4,"-56,862.90 USDT","-1,428.83 USDT",-2.51 %,01/08/2024 19:21 UTC,01/08/2024 21:20 UTC,1.02 % 73.33 USDT,-1.56 % 75.25 USDT,2024-01-08 19:21:00,2024-01-08 21:20:00,2024-01-09 04:21:00,2024-01-09 06:20:00,2024-01-09 04:21 KST,2024-01-09 06:20 KST,1428.83,-1,-1428.83,-56862.9,56862.9,416174.98999999947,1
OPUSDT,Short,3.405 USDT,"3,479.2","-11,845.12 USDT",-62.61 USDT,-0.53 %,01/08/2024 19:37 UTC,01/08/2024 21:32 UTC,,-0.49 % 3.42 USDT,2024-01-08 19:37:00,2024-01-08 21:32:00,2024-01-09 04:37:00,2024-01-09 06:32:00,2024-01-09 04:37 KST,2024-01-09 06:32 KST,62.61,-1,-62.61,-11845.12,11845.12,416112.3799999995,1
1000BONKUSDT,Long,0.012 USDT,"1,436,078","17,400.62 USDT",-350.36 USDT,-2.01 %,01/08/2024 20:10 UTC,01/08/2024 21:32 UTC,3.16 % 0.01 USDT,-3.30 % 0.01 USDT,2024-01-08 20:10:00,2024-01-08 21:32:00,2024-01-09 05:10:00,2024-01-09 06:32:00,2024-01-09 05:10 KST,2024-01-09 06:32 KST,350.36,-1,-350.36,17400.62,17400.62,415762.0199999995,1
SEIUSDT,Short,0.704 USDT,"6,845","-4,818.47 USDT",-16.31 USDT,-0.34 %,01/08/2024 20:45 UTC,01/08/2024 21:32 UTC,0.66 % 0.70 USDT,-0.18 % 0.71 USDT,2024-01-08 20:45:00,2024-01-08 21:32:00,2024-01-09 05:45:00,2024-01-09 06:32:00,2024-01-09 05:45 KST,2024-01-09 06:32 KST,16.31,-1,-16.31,-4818.47,4818.47,415745.7099999995,1
ARBUSDT,Short,1.816 USDT,"5,505.6","9,996.56 USDT",-24.13 USDT,-0.24 %,01/08/2024 20:47 UTC,01/08/2024 21:32 UTC,0.25 % 1.81 USDT,-0.24 % 1.82 USDT,2024-01-08 20:47:00,2024-01-08 21:32:00,2024-01-09 05:47:00,2024-01-09 06:32:00,2024-01-09 05:47 KST,2024-01-09 06:32 KST,24.13,-1,-24.13,9996.56,9996.56,415721.5799999995,1
ORDIUSDT,Short,75.31 USDT,331.8,"24,987.73 USDT",56.35 USDT,0.23 %,01/08/2024 21:20 UTC,01/08/2024 21:29 UTC,0.42 % 75.00 USDT,-0.30 % 75.54 USDT,2024-01-08 21:20:00,2024-01-08 21:29:00,2024-01-09 06:20:00,2024-01-09 06:29:00,2024-01-09 06:20 KST,2024-01-09 06:29 KST,56.35,1,56.35,24987.73,24987.73,415777.92999999947,1
STXUSDT,Short,1.98 USDT,"51,918","-102,798.14 USDT",338.72 USDT,0.33 %,01/08/2024 21:33 UTC,01/08/2024 23:12 UTC,0.96 % 1.96 USDT,-0.34 % 1.99 USDT,2024-01-08 21:33:00,2024-01-08 23:12:00,2024-01-09 06:33:00,2024-01-09 08:12:00,2024-01-09 06:33 KST,2024-01-09 08:12 KST,338.72,1,338.72,-102798.14,102798.14,416116.64999999944,1
SEIUSDT,Short,0.727 USDT,"68,249","-49,596.82 USDT","-1,513.01 USDT",-3.05 %,01/08/2024 21:37 UTC,01/08/2024 23:00 UTC,3.33 % 0.70 USDT,-3.52 % 0.75 USDT,2024-01-08 21:37:00,2024-01-08 23:00:00,2024-01-09 06:37:00,2024-01-09 08:00:00,2024-01-09 06:37 KST,2024-01-09 08:00 KST,1513.01,-1,-1513.01,-49596.82,49596.82,414603.63999999943,1
ETHBTC,Long,0.049 USDT,40,1.97 USDT,-0.03 USDT,-1.33 %,01/08/2024 21:46 UTC,01/09/2024 14:36 UTC,1.09 % 0.05 USDT,-1.37 % 0.05 USDT,2024-01-08 21:46:00,2024-01-09 14:36:00,2024-01-09 06:46:00,2024-01-09 23:36:00,2024-01-09 06:46 KST,2024-01-09 23:36 KST,0.03,-1,-0.03,1.97,1.97,414603.6099999994,1
SOLUSDT,Short,97.669 USDT,94,"-9,180.86 USDT",-42.33 USDT,-0.46 %,01/08/2024 21:46 UTC,01/08/2024 23:03 UTC,0.94 % 96.76 USDT,-0.25 % 97.92 USDT,2024-01-08 21:46:00,2024-01-08 23:03:00,2024-01-09 06:46:00,2024-01-09 08:03:00,2024-01-09 06:46 KST,2024-01-09 08:03 KST,42.33,-1,-42.33,-9180.86,9180.86,414561.2799999994,1
TIAUSDT,Short,13.937 USDT,"2,174","-30,271.57 USDT",-190.16 USDT,-0.63 %,01/08/2024 21:51 UTC,01/08/2024 23:03 UTC,0.60 % 13.85 USDT,-1.48 % 14.15 USDT,2024-01-08 21:51:00,2024-01-08 23:03:00,2024-01-09 06:51:00,2024-01-09 08:03:00,2024-01-09 06:51 KST,2024-01-09 08:03 KST,190.16,-1,-190.16,-30271.57,30271.57,414371.1199999994,1
1000BONKUSDT,Long,0.012 USDT,"830,833","9,793.87 USDT",930.18 USDT,9.50 %,01/08/2024 21:56 UTC,01/09/2024 17:15 UTC,16.75 % 0.01 USDT,-2.11 % 0.01 USDT,2024-01-08 21:56:00,2024-01-09 17:15:00,2024-01-09 06:56:00,2024-01-10 02:15:00,2024-01-09 06:56 KST,2024-01-10 02:15 KST,930.18,1,930.18,9793.87,9793.87,415301.2999999994,1
LINKUSDT,Long,13.774 USDT,"2,125.66","29,619.51 USDT",-312.07 USDT,-1.05 %,01/08/2024 21:59 UTC,01/09/2024 09:46 UTC,2.93 % 14.18 USDT,-0.39 % 13.72 USDT,2024-01-08 21:59:00,2024-01-09 09:46:00,2024-01-09 06:59:00,2024-01-09 18:46:00,2024-01-09 06:59 KST,2024-01-09 18:46 KST,312.07,-1,-312.07,29619.51,29619.51,414989.2299999994,1
BTCUSDT,Long,"46,037.555 USDT",5.693,"262,091.80 USDT","4,733 USDT",1.81 %,01/08/2024 22:02 UTC,01/09/2024 21:24 UTC,"4.48 % 48,100 USDT","-0.73 % 45,700 USDT",2024-01-08 22:02:00,2024-01-09 21:24:00,2024-01-09 07:02:00,2024-01-10 06:24:00,2024-01-09 07:02 KST,2024-01-10 06:24 KST,4733.0,1,4733.0,262091.8,262091.8,419722.2299999994,1
AIUSDT,Short,1.402 USDT,"11,540","-16,180.22 USDT",812.08 USDT,5.02 %,01/08/2024 22:28 UTC,01/09/2024 08:35 UTC,5.87 % 1.32 USDT,-1.33 % 1.42 USDT,2024-01-08 22:28:00,2024-01-09 08:35:00,2024-01-09 07:28:00,2024-01-09 17:35:00,2024-01-09 07:28 KST,2024-01-09 17:35 KST,812.08,1,812.08,-16180.22,16180.22,420534.3099999994,1
BLURUSDT,Long,0.459 USDT,"90,404","41,484.67 USDT",-993.71 USDT,-2.40 %,01/08/2024 23:42 UTC,01/09/2024 11:50 UTC,4.49 % 0.48 USDT,-4.01 % 0.44 USDT,2024-01-08 23:42:00,2024-01-09 11:50:00,2024-01-09 08:42:00,2024-01-09 20:50:00,2024-01-09 08:42 KST,2024-01-09 20:50 KST,993.71,-1,-993.71,41484.67,41484.67,419540.5999999994,1
JTOUSDT,Long,1.62 USDT,"16,913","27,392.16 USDT",-548.90 USDT,-2.00 %,01/09/2024 00:22 UTC,01/09/2024 12:56 UTC,9.29 % 1.77 USDT,-10.46 % 1.45 USDT,2024-01-09 00:22:00,2024-01-09 12:56:00,2024-01-09 09:22:00,2024-01-09 21:56:00,2024-01-09 09:22 KST,2024-01-09 21:56 KST,548.9,-1,-548.9,27392.16,27392.16,418991.6999999994,1
STXUSDT,Short,1.989 USDT,"66,775","-133,225.39 USDT","6,090 USDT",4.57 %,01/09/2024 00:33 UTC,01/09/2024 21:12 UTC,7.91 % 1.84 USDT,-3.06 % 2.05 USDT,2024-01-09 00:33:00,2024-01-09 21:12:00,2024-01-09 09:33:00,2024-01-10 06:12:00,2024-01-09 09:33 KST,2024-01-10 06:12 KST,6090.0,1,6090.0,-133225.39,133225.39,425081.6999999994,1
RUNEUSDT,Long,4.776 USDT,"10,752","51,454.64 USDT",-445.98 USDT,-0.87 %,01/09/2024 00:37 UTC,01/09/2024 20:22 UTC,1.91 % 4.87 USDT,-0.79 % 4.74 USDT,2024-01-09 00:37:00,2024-01-09 20:22:00,2024-01-09 09:37:00,2024-01-10 05:22:00,2024-01-09 09:37 KST,2024-01-10 05:22 KST,445.98,-1,-445.98,51454.64,51454.64,424635.7199999994,1
ARBUSDT,Short,1.815 USDT,"39,780.4","-72,188.44 USDT","4,434 USDT",6.14 %,01/09/2024 00:37 UTC,01/09/2024 16:29 UTC,8.34 % 1.68 USDT,-1.02 % 1.83 USDT,2024-01-09 00:37:00,2024-01-09 16:29:00,2024-01-09 09:37:00,2024-01-10 01:29:00,2024-01-09 09:37 KST,2024-01-10 01:29 KST,4434.0,1,4434.0,-72188.44,72188.44,429069.7199999994,1
TIAUSDT,Short,16.009 USDT,"6,085","-97,415.98 USDT","-2,319.71 USDT",-2.38 %,01/09/2024 08:50 UTC,01/09/2024 14:30 UTC,2.30 % 15.65 USDT,-2.71 % 16.46 USDT,2024-01-09 08:50:00,2024-01-09 14:30:00,2024-01-09 17:50:00,2024-01-09 23:30:00,2024-01-09 17:50 KST,2024-01-09 23:30 KST,2319.71,-1,-2319.71,-97415.98,97415.98,426750.00999999937,1
OPUSDT,Short,3.275 USDT,"7,867.4","-25,763.60 USDT",965.32 USDT,3.75 %,01/09/2024 08:56 UTC,01/09/2024 21:12 UTC,5.44 % 3.11 USDT,-2.92 % 3.37 USDT,2024-01-09 08:56:00,2024-01-09 21:12:00,2024-01-09 17:56:00,2024-01-10 06:12:00,2024-01-09 17:56 KST,2024-01-10 06:12 KST,965.32,1,965.32,-25763.6,25763.6,427715.3299999994,1
SEIUSDT,Short,0.735 USDT,"98,048","-72,017.80 USDT","5,764 USDT",8.00 %,01/09/2024 09:17 UTC,01/09/2024 21:12 UTC,10.34 % 0.67 USDT,-0.71 % 0.74 USDT,2024-01-09 09:17:00,2024-01-09 21:12:00,2024-01-09 18:17:00,2024-01-10 06:12:00,2024-01-09 18:17 KST,2024-01-10 06:12 KST,5764.0,1,5764.0,-72017.8,72017.8,433479.3299999994,1
SOLUSDT,Short,99.619 USDT,510,"-50,805.51 USDT",-87.39 USDT,-0.17 %,01/09/2024 09:46 UTC,01/09/2024 21:12 UTC,2.87 % 96.84 USDT,-2.48 % 102.16 USDT,2024-01-09 09:46:00,2024-01-09 21:12:00,2024-01-09 18:46:00,2024-01-10 06:12:00,2024-01-09 18:46 KST,2024-01-10 06:12 KST,87.39,-1,-87.39,-50805.51,50805.51,433391.93999999936,1
LINKUSDT,Long,13.698 USDT,425.13,"5,823.57 USDT",21.01 USDT,0.36 %,01/09/2024 09:46 UTC,01/09/2024 11:41 UTC,1.29 % 13.88 USDT,-0.08 % 13.69 USDT,2024-01-09 09:46:00,2024-01-09 11:41:00,2024-01-09 18:46:00,2024-01-09 20:41:00,2024-01-09 18:46 KST,2024-01-09 20:41 KST,21.01,1,21.01,5823.57,5823.57,433412.9499999994,1
AVAXUSDT,Short,35.926 USDT,711,"-25,543.16 USDT",771.02 USDT,3.02 %,01/09/2024 10:53 UTC,01/09/2024 21:12 UTC,4.99 % 34.22 USDT,-1.96 % 36.64 USDT,2024-01-09 10:53:00,2024-01-09 21:12:00,2024-01-09 19:53:00,2024-01-10 06:12:00,2024-01-09 19:53 KST,2024-01-10 06:12 KST,771.02,1,771.02,-25543.16,25543.16,434183.9699999994,1
BLURUSDT,Long,0.432 USDT,"55,550","23,977.04 USDT",796.26 USDT,3.32 %,01/09/2024 12:56 UTC,01/09/2024 13:48 UTC,4.84 % 0.45 USDT,-0.63 % 0.43 USDT,2024-01-09 12:56:00,2024-01-09 13:48:00,2024-01-09 21:56:00,2024-01-09 22:48:00,2024-01-09 21:56 KST,2024-01-09 22:48 KST,796.26,1,796.26,23977.04,23977.04,434980.2299999994,1
JOEUSDT,Short,0.539 USDT,"66,123","-35,668.26 USDT","1,137 USDT",3.19 %,01/09/2024 13:10 UTC,01/09/2024 21:12 UTC,5.38 % 0.51 USDT,-1.35 % 0.55 USDT,2024-01-09 13:10:00,2024-01-09 21:12:00,2024-01-09 22:10:00,2024-01-10 06:12:00,2024-01-09 22:10 KST,2024-01-10 06:12 KST,1137.0,1,1137.0,-35668.26,35668.26,436117.2299999994,1
SSVUSDT,Long,29.293 USDT,"6,749.13","196,010.12 USDT","8,021 USDT",4.09 %,01/09/2024 13:31 UTC,01/09/2024 22:44 UTC,13.54 % 33.26 USDT,-1.99 % 28.71 USDT,2024-01-09 13:31:00,2024-01-09 22:44:00,2024-01-09 22:31:00,2024-01-10 07:44:00,2024-01-09 22:31 KST,2024-01-10 07:44 KST,8021.0,1,8021.0,196010.12,196010.12,444138.2299999994,1
INJUSDT,Short,42.919 USDT,"1,279.7","-54,923.58 USDT",-302.95 USDT,-0.55 %,01/09/2024 13:47 UTC,01/09/2024 14:28 UTC,0.70 % 42.62 USDT,-0.32 % 43.06 USDT,2024-01-09 13:47:00,2024-01-09 14:28:00,2024-01-09 22:47:00,2024-01-09 23:28:00,2024-01-09 22:47 KST,2024-01-09 23:28 KST,302.95,-1,-302.95,-54923.58,54923.58,443835.2799999994,1
TIAUSDT,Short,16.386 USDT,"1,523","24,955.57 USDT","1,429 USDT",5.73 %,01/09/2024 14:30 UTC,01/09/2024 21:12 UTC,8.60 % 15.09 USDT,,2024-01-09 14:30:00,2024-01-09 21:12:00,2024-01-09 23:30:00,2024-01-10 06:12:00,2024-01-09 23:30 KST,2024-01-10 06:12 KST,1429.0,1,1429.0,24955.57,24955.57,445264.2799999994,1
DOGEUSDT,Long,0.078 USDT,"1,279,102","100,013.31 USDT",-661.33 USDT,-0.66 %,01/09/2024 14:40 UTC,01/09/2024 14:46 UTC,0.18 % 0.08 USDT,-0.70 % 0.08 USDT,2024-01-09 14:40:00,2024-01-09 14:46:00,2024-01-09 23:40:00,2024-01-09 23:46:00,2024-01-09 23:40 KST,2024-01-09 23:46 KST,661.33,-1,-661.33,100013.31,100013.31,444602.9499999994,1
BONDUSDT,Long,3.407 USDT,"15,011.3","51,290.80 USDT",-854.45 USDT,-1.67 %,01/09/2024 16:01 UTC,01/09/2024 16:35 UTC,1.33 % 3.45 USDT,-1.60 % 3.35 USDT,2024-01-09 16:01:00,2024-01-09 16:35:00,2024-01-10 01:01:00,2024-01-10 01:35:00,2024-01-10 01:01 KST,2024-01-10 01:35 KST,854.45,-1,-854.45,51290.8,51290.8,443748.49999999936,1
ATOMUSDT,Long,9.715 USDT,"15,414.41","149,748.75 USDT","-1,767.27 USDT",-1.18 %,01/09/2024 16:05 UTC,01/09/2024 16:31 UTC,0.70 % 9.78 USDT,-1.49 % 9.57 USDT,2024-01-09 16:05:00,2024-01-09 16:31:00,2024-01-10 01:05:00,2024-01-10 01:31:00,2024-01-10 01:05 KST,2024-01-10 01:31 KST,1767.27,-1,-1767.27,149748.75,149748.75,441981.22999999934,1
DOTUSDT,Short,7.124 USDT,"7,015.4","49,979.43 USDT",533.28 USDT,1.07 %,01/09/2024 16:07 UTC,01/09/2024 21:12 UTC,2.92 % 6.92 USDT,-0.25 % 7.14 USDT,2024-01-09 16:07:00,2024-01-09 21:12:00,2024-01-10 01:07:00,2024-01-10 06:12:00,2024-01-10 01:07 KST,2024-01-10 06:12 KST,533.28,1,533.28,49979.43,49979.43,442514.50999999937,1
ARBUSDT,Short,1.663 USDT,"15,469.5","-25,728.21 USDT",62.80 USDT,0.24 %,01/09/2024 16:30 UTC,01/09/2024 21:12 UTC,2.02 % 1.63 USDT,-2.27 % 1.70 USDT,2024-01-09 16:30:00,2024-01-09 21:12:00,2024-01-10 01:30:00,2024-01-10 06:12:00,2024-01-10 01:30 KST,2024-01-10 06:12 KST,62.8,1,62.8,-25728.21,25728.21,442577.30999999936,1
CFXUSDT,Long,0.168 USDT,"14,866","2,499.66 USDT",-11.10 USDT,-0.44 %,01/09/2024 17:03 UTC,01/09/2024 17:16 UTC,0.03 % 0.17 USDT,-0.62 % 0.17 USDT,2024-01-09 17:03:00,2024-01-09 17:16:00,2024-01-10 02:03:00,2024-01-10 02:16:00,2024-01-10 02:03 KST,2024-01-10 02:16 KST,11.1,-1,-11.1,2499.66,2499.66,442566.2099999994,1
INJUSDT,Short,41.225 USDT,"1,212.1","-49,968.97 USDT",595.76 USDT,1.19 %,01/09/2024 17:07 UTC,01/09/2024 21:12 UTC,2.40 % 40.26 USDT,-1.28 % 41.76 USDT,2024-01-09 17:07:00,2024-01-09 21:12:00,2024-01-10 02:07:00,2024-01-10 06:12:00,2024-01-10 02:07 KST,2024-01-10 06:12 KST,595.76,1,595.76,-49968.97,49968.97,443161.9699999994,1
DOGEUSDT,Long,0.078 USDT,"3,303,287","258,282.34 USDT","5,835 USDT",2.26 %,01/09/2024 17:11 UTC,01/09/2024 17:35 UTC,7.50 % 0.08 USDT,-1.28 % 0.08 USDT,2024-01-09 17:11:00,2024-01-09 17:35:00,2024-01-10 02:11:00,2024-01-10 02:35:00,2024-01-10 02:11 KST,2024-01-10 02:35 KST,5835.0,1,5835.0,258282.34,258282.34,448996.9699999994,1
1000SHIBUSDT,Short,0.009 USDT,"10,815,380","-99,890.85 USDT",-914.68 USDT,-0.92 %,01/09/2024 17:12 UTC,01/09/2024 17:13 UTC,,-0.45 % 0.01 USDT,2024-01-09 17:12:00,2024-01-09 17:13:00,2024-01-10 02:12:00,2024-01-10 02:13:00,2024-01-10 02:12 KST,2024-01-10 02:13 KST,914.68,-1,-914.68,-99890.85,99890.85,448082.2899999994,1
1000SHIBUSDT,Short,0.01 USDT,"30,819,336","-289,611.84 USDT","-8,550.05 USDT",-2.95 %,01/09/2024 17:14 UTC,01/09/2024 21:12 UTC,,-3.42 % 0.01 USDT,2024-01-09 17:14:00,2024-01-09 21:12:00,2024-01-10 02:14:00,2024-01-10 06:12:00,2024-01-10 02:14 KST,2024-01-10 06:12 KST,8550.05,-1,-8550.05,-289611.84,289611.84,439532.2399999994,1
DOGEUSDT,Long,0.079 USDT,"632,899","49,992.69 USDT",699.26 USDT,1.40 %,01/09/2024 17:46 UTC,01/09/2024 18:01 UTC,2.27 % 0.08 USDT,,2024-01-09 17:46:00,2024-01-09 18:01:00,2024-01-10 02:46:00,2024-01-10 03:01:00,2024-01-10 02:46 KST,2024-01-10 03:01 KST,699.26,1,699.26,49992.69,49992.69,440231.4999999994,1
ETHUSDT,Long,"2,268.446 USDT",81.523,"184,935.23 USDT",-980.94 USDT,-0.53 %,01/09/2024 18:13 UTC,01/09/2024 20:52 UTC,"0.42 % 2,278 USDT","-0.63 % 2,254 USDT",2024-01-09 18:13:00,2024-01-09 20:52:00,2024-01-10 03:13:00,2024-01-10 05:52:00,2024-01-10 03:13 KST,2024-01-10 05:52 KST,980.94,-1,-980.94,184935.23,184935.23,439250.5599999994,1
XAIUSDT,Long,0.555 USDT,"52,206","28,993.76 USDT",262.71 USDT,0.91 %,01/09/2024 18:32 UTC,01/09/2024 21:17 UTC,4.43 % 0.58 USDT,-2.77 % 0.54 USDT,2024-01-09 18:32:00,2024-01-09 21:17:00,2024-01-10 03:32:00,2024-01-10 06:17:00,2024-01-10 03:32 KST,2024-01-10 06:17 KST,262.71,1,262.71,28993.76,28993.76,439513.26999999944,1
FTMUSDT,Long,0.371 USDT,"67,383","24,999.09 USDT",-311.40 USDT,-1.25 %,01/09/2024 19:35 UTC,01/09/2024 19:45 UTC,0.03 % 0.37 USDT,-1.46 % 0.37 USDT,2024-01-09 19:35:00,2024-01-09 19:45:00,2024-01-10 04:35:00,2024-01-10 04:45:00,2024-01-10 04:35 KST,2024-01-10 04:45 KST,311.4,-1,-311.4,24999.09,24999.09,439201.8699999994,1
ETHBTC,Long,0.05 USDT,202.88,10.06 USDT,0.51 USDT,5.04 %,01/09/2024 20:02 UTC,01/10/2024 20:06 UTC,9.46 % 0.05 USDT,-3.60 % 0.05 USDT,2024-01-09 20:02:00,2024-01-10 20:06:00,2024-01-10 05:02:00,2024-01-11 05:06:00,2024-01-10 05:02 KST,2024-01-11 05:06 KST,0.51,1,0.51,10.06,10.06,439202.3799999994,1
DOGEUSDT,Long,0.079 USDT,"1,301,535","102,894.20 USDT",-836.23 USDT,-0.81 %,01/09/2024 20:34 UTC,01/09/2024 20:52 UTC,0.21 % 0.08 USDT,-1.15 % 0.08 USDT,2024-01-09 20:34:00,2024-01-09 20:52:00,2024-01-10 05:34:00,2024-01-10 05:52:00,2024-01-10 05:34 KST,2024-01-10 05:52 KST,836.23,-1,-836.23,102894.2,102894.2,438366.14999999944,1
ETHUSDT,Long,"2,284.673 USDT",78.92,"179,987.35 USDT","5,610 USDT",3.12 %,01/09/2024 21:05 UTC,01/09/2024 22:41 UTC,"4.06 % 2,377 USDT","-1.81 % 2,243 USDT",2024-01-09 21:05:00,2024-01-09 22:41:00,2024-01-10 06:05:00,2024-01-10 07:41:00,2024-01-10 06:05 KST,2024-01-10 07:41 KST,5610.0,1,5610.0,179987.35,179987.35,443976.14999999944,1
STXUSDT,Short,1.821 USDT,"132,525","-250,471.44 USDT","16,257 USDT",6.49 %,01/09/2024 21:12 UTC,01/10/2024 11:55 UTC,4.46 % 1.74 USDT,-4.57 % 1.91 USDT,2024-01-09 21:12:00,2024-01-10 11:55:00,2024-01-10 06:12:00,2024-01-10 20:55:00,2024-01-10 06:12 KST,2024-01-10 20:55 KST,16257.0,1,16257.0,-250471.44,250471.44,460233.14999999944,1
1000SHIBUSDT,Short,0.01 USDT,"401,038","-3,916.54 USDT",2.06 USDT,0.05 %,01/09/2024 21:12 UTC,01/09/2024 21:12 UTC,,,2024-01-09 21:12:00,2024-01-09 21:12:00,2024-01-10 06:12:00,2024-01-10 06:12:00,2024-01-10 06:12 KST,2024-01-10 06:12 KST,2.06,1,2.06,-3916.54,3916.54,460235.20999999944,1
ARBUSDT,Short,1.67 USDT,"26,928.5","-44,977.18 USDT",-497.21 USDT,-1.11 %,01/09/2024 21:16 UTC,01/09/2024 21:24 UTC,0.51 % 1.66 USDT,-0.92 % 1.69 USDT,2024-01-09 21:16:00,2024-01-09 21:24:00,2024-01-10 06:16:00,2024-01-10 06:24:00,2024-01-10 06:16 KST,2024-01-10 06:24 KST,497.21,-1,-497.21,-44977.18,44977.18,459737.9999999994,1
OPUSDT,Short,3.17 USDT,"86,642.1","-274,656.22 USDT","-1,745.98 USDT",-0.64 %,01/09/2024 21:16 UTC,01/09/2024 21:24 UTC,0.33 % 3.16 USDT,-1.16 % 3.21 USDT,2024-01-09 21:16:00,2024-01-09 21:24:00,2024-01-10 06:16:00,2024-01-10 06:24:00,2024-01-10 06:16 KST,2024-01-10 06:24 KST,1745.98,-1,-1745.98,-274656.22,274656.22,457992.01999999944,1
1000SATSUSDT,Short,0.001 USDT,"243,597,591","-142,336.98 USDT","-2,874.50 USDT",-2.02 %,01/09/2024 21:17 UTC,01/09/2024 22:37 UTC,1.71 % 0.00 USDT,-2.26 % 0.00 USDT,2024-01-09 21:17:00,2024-01-09 22:37:00,2024-01-10 06:17:00,2024-01-10 07:37:00,2024-01-10 06:17 KST,2024-01-10 07:37 KST,2874.5,-1,-2874.5,-142336.98,142336.98,455117.51999999944,1
ORDIUSDT,Short,69.733 USDT,"2,130.1","-148,537.48 USDT","-2,096.15 USDT",-1.41 %,01/09/2024 21:17 UTC,01/09/2024 22:42 UTC,1.46 % 68.73 USDT,-1.72 % 70.96 USDT,2024-01-09 21:17:00,2024-01-09 22:42:00,2024-01-10 06:17:00,2024-01-10 07:42:00,2024-01-10 06:17 KST,2024-01-10 07:42 KST,2096.15,-1,-2096.15,-148537.48,148537.48,453021.3699999994,1
ARBUSDT,Long,1.701 USDT,"14,702.7","25,002.13 USDT",-528.16 USDT,-2.11 %,01/09/2024 21:24 UTC,01/09/2024 21:26 UTC,,-2.89 % 1.65 USDT,2024-01-09 21:24:00,2024-01-09 21:26:00,2024-01-10 06:24:00,2024-01-10 06:26:00,2024-01-10 06:24 KST,2024-01-10 06:26 KST,528.16,-1,-528.16,25002.13,25002.13,452493.20999999944,1
OPUSDT,Long,3.252 USDT,"7,692.7","25,018.47 USDT",-659.73 USDT,-2.64 %,01/09/2024 21:24 UTC,01/09/2024 21:26 UTC,,-3.54 % 3.14 USDT,2024-01-09 21:24:00,2024-01-09 21:26:00,2024-01-10 06:24:00,2024-01-10 06:26:00,2024-01-10 06:24 KST,2024-01-10 06:26 KST,659.73,-1,-659.73,25018.47,25018.47,451833.47999999946,1
OPUSDT,Long,3.178 USDT,"7,872.7","25,019.49 USDT","3,031 USDT",12.12 %,01/09/2024 21:29 UTC,01/09/2024 21:46 UTC,15.10 % 3.66 USDT,-1.11 % 3.14 USDT,2024-01-09 21:29:00,2024-01-09 21:46:00,2024-01-10 06:29:00,2024-01-10 06:46:00,2024-01-10 06:29 KST,2024-01-10 06:46 KST,3031.0,1,3031.0,25019.49,25019.49,454864.47999999946,1
ARBUSDT,Long,1.728 USDT,"90,596.2","156,577.48 USDT","2,758 USDT",1.76 %,01/09/2024 21:29 UTC,01/09/2024 22:05 UTC,4.10 % 1.80 USDT,-5.39 % 1.64 USDT,2024-01-09 21:29:00,2024-01-09 22:05:00,2024-01-10 06:29:00,2024-01-10 07:05:00,2024-01-10 06:29 KST,2024-01-10 07:05 KST,2758.0,1,2758.0,156577.48,156577.48,457622.47999999946,1
BSVUSDT,Short,89.924 USDT,353.1,"-31,752.07 USDT",-137.82 USDT,-0.43 %,01/09/2024 21:54 UTC,01/09/2024 22:47 UTC,,-1.60 % 91.39 USDT,2024-01-09 21:54:00,2024-01-09 22:47:00,2024-01-10 06:54:00,2024-01-10 07:47:00,2024-01-10 06:54 KST,2024-01-10 07:47 KST,137.82,-1,-137.82,-31752.07,31752.07,457484.65999999945,1
BTCUSDT,Long,"45,409.627 USDT",3.305,"150,078.82 USDT","1,532 USDT",1.02 %,01/09/2024 22:05 UTC,01/09/2024 22:39 UTC,"1.34 % 46,018 USDT",,2024-01-09 22:05:00,2024-01-09 22:39:00,2024-01-10 07:05:00,2024-01-10 07:39:00,2024-01-10 07:05 KST,2024-01-10 07:39 KST,1532.0,1,1532.0,150078.82,150078.82,459016.65999999945,1
ARBUSDT,Long,1.794 USDT,"17,563.7","31,501.39 USDT",275.25 USDT,0.87 %,01/09/2024 22:09 UTC,01/09/2024 22:30 UTC,3.15 % 1.85 USDT,-0.89 % 1.78 USDT,2024-01-09 22:09:00,2024-01-09 22:30:00,2024-01-10 07:09:00,2024-01-10 07:30:00,2024-01-10 07:09 KST,2024-01-10 07:30 KST,275.25,1,275.25,31501.39,31501.39,459291.90999999945,1
ENSUSDT,Long,12.752 USDT,"7,839.1","99,961.21 USDT","1,733 USDT",1.73 %,01/09/2024 22:14 UTC,01/09/2024 22:42 UTC,2.77 % 13.10 USDT,-0.51 % 12.69 USDT,2024-01-09 22:14:00,2024-01-09 22:42:00,2024-01-10 07:14:00,2024-01-10 07:42:00,2024-01-10 07:14 KST,2024-01-10 07:42 KST,1733.0,1,1733.0,99961.21,99961.21,461024.90999999945,1
