Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period_Cumulative_PnL
AVAAIUSDT,Long,0.058 USDT,"172,837","9,997.98 USDT",-354.39 USDT,-3.54 %,02/25/2025 17:29 UTC,02/26/2025 11:14 UTC,11.57 % 0.06 USDT,-4.21 % 0.06 USDT,2025-02-25 17:29:00,2025-02-26 11:14:00,2025-02-26 02:29:00,2025-02-26 20:14:00,2025-02-26 02:29 KST,2025-02-26 20:14 KST,354.39,-1,-354.39,9997.98,9997.98,11153.470000000001,11153.470000000001
PIPPINUSDT,Long,0.027 USDT,"1,917,138","51,270.56 USDT","11,873 USDT",23.16 %,02/25/2025 17:29 UTC,02/27/2025 10:51 UTC,37.27 % 0.04 USDT,-4.91 % 0.03 USDT,2025-02-25 17:29:00,2025-02-27 10:51:00,2025-02-26 02:29:00,2025-02-27 19:51:00,2025-02-26 02:29 KST,2025-02-27 19:51 KST,11873.0,1,11873.0,51270.56,51270.56,23026.47,23026.47
FARTCOINUSDT,Long,0.296 USDT,"33,807.1","9,994.93 USDT",-183.29 USDT,-1.83 %,02/25/2025 17:32 UTC,02/26/2025 11:13 UTC,4.18 % 0.31 USDT,-4.45 % 0.28 USDT,2025-02-25 17:32:00,2025-02-26 11:13:00,2025-02-26 02:32:00,2025-02-26 20:13:00,2025-02-26 02:32 KST,2025-02-26 20:13 KST,183.29,-1,-183.29,9994.93,9994.93,22843.18,22843.18
UNIUSDT,Long,8.296 USDT,"8,373","69,463.44 USDT",-126.41 USDT,-0.18 %,02/25/2025 18:14 UTC,02/26/2025 11:12 UTC,3.18 % 8.56 USDT,-3.70 % 7.99 USDT,2025-02-25 18:14:00,2025-02-26 11:12:00,2025-02-26 03:14:00,2025-02-26 20:12:00,2025-02-26 03:14 KST,2025-02-26 20:12 KST,126.41,-1,-126.41,69463.44,69463.44,22716.77,22716.77
BNXUSDT,Long,1.127 USDT,"90,328.2","101,820.73 USDT","2,130 USDT",2.09 %,02/25/2025 21:25 UTC,02/27/2025 13:36 UTC,15.67 % 1.30 USDT,-5.62 % 1.06 USDT,2025-02-25 21:25:00,2025-02-27 13:36:00,2025-02-26 06:25:00,2025-02-27 22:36:00,2025-02-26 06:25 KST,2025-02-27 22:36 KST,2130.0,1,2130.0,101820.73,101820.73,24846.77,24846.77
BTCUSDT,Long,"88,550 USDT",5.808,"514,298.40 USDT","1,897 USDT",0.37 %,02/26/2025 01:51 UTC,02/26/2025 11:29 UTC,"0.92 % 89,367 USDT","-0.52 % 88,092 USDT",2025-02-26 01:51:00,2025-02-26 11:29:00,2025-02-26 10:51:00,2025-02-26 20:29:00,2025-02-26 10:51 KST,2025-02-26 20:29 KST,1897.0,1,1897.0,514298.4,514298.4,26743.77,26743.77
AAVEUSDT,Long,204.5 USDT,523.7,"107,096.65 USDT","1,412 USDT",1.32 %,02/26/2025 01:57 UTC,02/26/2025 12:22 UTC,3.42 % 211.50 USDT,-1.03 % 202.40 USDT,2025-02-26 01:57:00,2025-02-26 12:22:00,2025-02-26 10:57:00,2025-02-26 21:22:00,2025-02-26 10:57 KST,2025-02-26 21:22 KST,1412.0,1,1412.0,107096.65,107096.65,28155.77,28155.77
TRUMPUSDT,Long,13.08 USDT,"7,907.63","103,434.85 USDT","-2,096.76 USDT",-2.03 %,02/26/2025 01:58 UTC,02/26/2025 11:46 UTC,1.37 % 13.26 USDT,-2.95 % 12.69 USDT,2025-02-26 01:58:00,2025-02-26 11:46:00,2025-02-26 10:58:00,2025-02-26 20:46:00,2025-02-26 10:58 KST,2025-02-26 20:46 KST,2096.76,-1,-2096.76,103434.85,103434.85,26059.010000000002,26059.010000000002
MOODENGUSDT,Long,0.061 USDT,"520,471","31,805.98 USDT",220.26 USDT,0.69 %,02/26/2025 02:01 UTC,02/26/2025 14:10 UTC,4.39 % 0.06 USDT,-1.41 % 0.06 USDT,2025-02-26 02:01:00,2025-02-26 14:10:00,2025-02-26 11:01:00,2025-02-26 23:10:00,2025-02-26 11:01 KST,2025-02-26 23:10 KST,220.26,1,220.26,31805.98,31805.98,26279.27,26279.27
VANAUSDT,Long,8.826 USDT,"8,330.51","73,527.22 USDT","-3,427.42 USDT",-4.66 %,02/26/2025 02:28 UTC,02/26/2025 12:58 UTC,1.69 % 8.98 USDT,-5.09 % 8.38 USDT,2025-02-26 02:28:00,2025-02-26 12:58:00,2025-02-26 11:28:00,2025-02-26 21:58:00,2025-02-26 11:28 KST,2025-02-26 21:58 KST,3427.42,-1,-3427.42,73527.22,73527.22,22851.85,22851.85
TSTUSDT,Long,0.086 USDT,"626,566","53,947.33 USDT","2,097 USDT",3.89 %,02/26/2025 05:51 UTC,02/26/2025 16:12 UTC,7.20 % 0.09 USDT,-4.53 % 0.08 USDT,2025-02-26 05:51:00,2025-02-26 16:12:00,2025-02-26 14:51:00,2025-02-27 01:12:00,2025-02-26 14:51 KST,2025-02-27 01:12 KST,2097.0,1,2097.0,53947.33,53947.33,24948.85,24948.85
SHELLUSDT,Long,0.474 USDT,"111,532","52,877.32 USDT",603.82 USDT,1.14 %,02/26/2025 08:11 UTC,02/26/2025 16:11 UTC,5.42 % 0.50 USDT,-4.37 % 0.45 USDT,2025-02-26 08:11:00,2025-02-26 16:11:00,2025-02-26 17:11:00,2025-02-27 01:11:00,2025-02-26 17:11 KST,2025-02-27 01:11 KST,603.82,1,603.82,52877.32,52877.32,25552.67,25552.67
JUPUSDT,Long,0.69 USDT,"74,172","51,208.35 USDT",429.00 USDT,0.84 %,02/26/2025 11:58 UTC,02/26/2025 16:12 UTC,2.36 % 0.71 USDT,-2.06 % 0.68 USDT,2025-02-26 11:58:00,2025-02-26 16:12:00,2025-02-26 20:58:00,2025-02-27 01:12:00,2025-02-26 20:58 KST,2025-02-27 01:12 KST,429.0,1,429.0,51208.35,51208.35,25981.67,25981.67
ALCHUSDT,Long,0.042 USDT,"4,590,678","194,508.59 USDT","51,774 USDT",26.62 %,02/26/2025 12:21 UTC,02/28/2025 03:50 UTC,13.24 % 0.05 USDT,-34.55 % 0.03 USDT,2025-02-26 12:21:00,2025-02-28 03:50:00,2025-02-26 21:21:00,2025-02-28 12:50:00,2025-02-26 21:21 KST,2025-02-28 12:50 KST,51774.0,1,51774.0,194508.59,194508.59,77755.67,77755.67
MASKUSDT,Long,2.249 USDT,"8,893","19,998.58 USDT",-88.46 USDT,-0.44 %,02/26/2025 12:43 UTC,02/26/2025 17:24 UTC,2.36 % 2.30 USDT,-1.84 % 2.21 USDT,2025-02-26 12:43:00,2025-02-26 17:24:00,2025-02-26 21:43:00,2025-02-27 02:24:00,2025-02-26 21:43 KST,2025-02-27 02:24 KST,88.46,-1,-88.46,19998.58,19998.58,77667.20999999999,77667.20999999999
BTCUSDT,Long,"87,944.1 USDT",5.821,"511,922.61 USDT","-6,529.68 USDT",-1.28 %,02/26/2025 12:50 UTC,02/26/2025 14:02 UTC,"0.12 % 88,046 USDT","-1.52 % 86,607 USDT",2025-02-26 12:50:00,2025-02-26 14:02:00,2025-02-26 21:50:00,2025-02-26 23:02:00,2025-02-26 21:50 KST,2025-02-26 23:02 KST,6529.68,-1,-6529.68,511922.61,511922.61,71137.53,71137.53
BERAUSDT,Long,7.443 USDT,"20,324.8","151,284.78 USDT","4,595 USDT",3.04 %,02/26/2025 14:04 UTC,02/27/2025 08:28 UTC,6.34 % 7.92 USDT,-3.23 % 7.20 USDT,2025-02-26 14:04:00,2025-02-27 08:28:00,2025-02-26 23:04:00,2025-02-27 17:28:00,2025-02-26 23:04 KST,2025-02-27 17:28 KST,4595.0,1,4595.0,151284.78,151284.78,75732.53,75732.53
AAVEUSDT,Long,200.18 USDT,528.9,"105,875.20 USDT","1,194 USDT",1.13 %,02/26/2025 14:19 UTC,02/26/2025 17:20 UTC,4.38 % 208.95 USDT,-0.86 % 198.46 USDT,2025-02-26 14:19:00,2025-02-26 17:20:00,2025-02-26 23:19:00,2025-02-27 02:20:00,2025-02-26 23:19 KST,2025-02-27 02:20 KST,1194.0,1,1194.0,105875.2,105875.2,76926.53,76926.53
BTCUSDT,Long,"86,203.048 USDT",5.87,"506,011.89 USDT","4,262 USDT",0.84 %,02/26/2025 14:31 UTC,02/26/2025 16:11 UTC,"2.66 % 88,500 USDT","-0.60 % 85,688 USDT",2025-02-26 14:31:00,2025-02-26 16:11:00,2025-02-26 23:31:00,2025-02-27 01:11:00,2025-02-26 23:31 KST,2025-02-27 01:11 KST,4262.0,1,4262.0,506011.89,506011.89,81188.53,81188.53
SOLUSDT,Long,135.492 USDT,"4,427","599,824.30 USDT","-15,417.25 USDT",-2.57 %,02/26/2025 16:17 UTC,02/26/2025 18:40 UTC,2.57 % 138.97 USDT,-3.30 % 131.02 USDT,2025-02-26 16:17:00,2025-02-26 18:40:00,2025-02-27 01:17:00,2025-02-27 03:40:00,2025-02-27 01:17 KST,2025-02-27 03:40 KST,15417.25,-1,-15417.25,599824.3,599824.3,65771.28,65771.28
SOLUSDT,Long,132.88 USDT,"3,759","499,497.06 USDT","-6,952.27 USDT",-1.39 %,02/26/2025 18:42 UTC,02/26/2025 18:52 UTC,0.45 % 133.48 USDT,-1.64 % 130.70 USDT,2025-02-26 18:42:00,2025-02-26 18:52:00,2025-02-27 03:42:00,2025-02-27 03:52:00,2025-02-27 03:42 KST,2025-02-27 03:52 KST,6952.27,-1,-6952.27,499497.06,499497.06,58819.009999999995,58819.009999999995
VINEUSDT,Long,0.039 USDT,"718,685","28,010.26 USDT","1,381 USDT",4.93 %,02/26/2025 18:44 UTC,02/27/2025 08:28 UTC,14.43 % 0.04 USDT,-9.15 % 0.04 USDT,2025-02-26 18:44:00,2025-02-27 08:28:00,2025-02-27 03:44:00,2025-02-27 17:28:00,2025-02-27 03:44 KST,2025-02-27 17:28 KST,1381.0,1,1381.0,28010.26,28010.26,60200.009999999995,60200.009999999995
FARTCOINUSDT,Long,0.307 USDT,"48,875.8","15,003.03 USDT",735.53 USDT,4.90 %,02/26/2025 18:45 UTC,02/27/2025 08:28 UTC,14.18 % 0.35 USDT,-3.21 % 0.30 USDT,2025-02-26 18:45:00,2025-02-27 08:28:00,2025-02-27 03:45:00,2025-02-27 17:28:00,2025-02-27 03:45 KST,2025-02-27 17:28 KST,735.53,1,735.53,15003.03,15003.03,60935.53999999999,60935.53999999999
MOODENGUSDT,Long,0.064 USDT,"236,034","15,029.94 USDT",435.30 USDT,2.90 %,02/26/2025 18:45 UTC,02/27/2025 08:29 UTC,8.31 % 0.07 USDT,-2.88 % 0.06 USDT,2025-02-26 18:45:00,2025-02-27 08:29:00,2025-02-27 03:45:00,2025-02-27 17:29:00,2025-02-27 03:45 KST,2025-02-27 17:29 KST,435.3,1,435.3,15029.94,15029.94,61370.84,61370.84
