Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Long,"70,223.372 USDT",82.723,"5,809,088.04 USDT","-62,761.23 USDT",-1.08 %,04/01/2024 05:42 UTC,04/01/2024 05:50 UTC,"0.08 % 70,279 USDT","-1.53 % 69,150 USDT"
XRPUSDT,Long,0.629 USDT,"1,191,772.9","750,066.36 USDT","-8,039.61 USDT",-1.07 %,04/01/2024 03:31 UTC,04/01/2024 05:42 UTC,0.08 % 0.63 USDT,-1.14 % 0.62 USDT
1000PEPEUSDT,Long,0.009 USDT,"140,186,915","1,198,935.98 USDT","-23,928.76 USDT",-2.00 %,04/01/2024 02:37 UTC,04/01/2024 05:42 UTC,0.56 % 0.01 USDT,-2.38 % 0.01 USDT
CFXUSDT,Long,0.506 USDT,"4,257,311","2,156,054.13 USDT","-201,734.37 USDT",-9.36 %,03/25/2024 14:12 UTC,04/01/2024 02:34 UTC,8.04 % 0.55 USDT,-10.41 % 0.45 USDT
PIXELUSDT,Long,0.811 USDT,"951,456","771,793.36 USDT","35,994 USDT",4.66 %,03/25/2024 14:43 UTC,03/26/2024 05:41 UTC,5.99 % 0.86 USDT,-1.62 % 0.80 USDT
ETHUSDT,Short,"3,383.394 USDT","1,461.998","-4,946,515.66 USDT","-253,289.62 USDT",-5.12 %,03/23/2024 10:23 UTC,03/25/2024 14:50 UTC,"1.22 % 3,342 USDT","-4.79 % 3,553 USDT"
SOLUSDT,Short,190.014 USDT,"10,000","-1,900,136.63 USDT","-23,601.31 USDT",-1.24 %,03/25/2024 10:52 UTC,03/25/2024 14:15 UTC,1.73 % 186.78 USDT,-0.81 % 191.56 USDT
BTCUSDT,Short,"65,988.488 USDT",126.847,"-8,370,441.72 USDT","-298,335.18 USDT",-3.56 %,03/24/2024 12:05 UTC,03/25/2024 14:00 UTC,"1.77 % 64,842 USDT","-3.02 % 68,046 USDT"
CFXUSDT,Long,0.508 USDT,"1,398,050","710,815.35 USDT","-2,919.06 USDT",-0.41 %,03/25/2024 03:15 UTC,03/25/2024 09:30 UTC,2.39 % 0.52 USDT,-1.60 % 0.50 USDT
SOLUSDT,Short,175.492 USDT,"5,000","877,458.56 USDT","-20,549.38 USDT",-2.34 %,03/24/2024 12:06 UTC,03/24/2024 20:52 UTC,1.40 % 173.07 USDT,-2.04 % 179.14 USDT
CFXUSDT,Long,0.461 USDT,"1,300,108","599,527.90 USDT","57,390 USDT",9.57 %,03/24/2024 04:36 UTC,03/24/2024 10:36 UTC,11.68 % 0.52 USDT,-0.59 % 0.46 USDT
SOLUSDT,Short,177.33 USDT,"5,639","-999,963.87 USDT","14,178 USDT",1.42 %,03/23/2024 07:19 UTC,03/23/2024 09:18 UTC,1.36 % 174.95 USDT,
YGGUSDT,Long,0.806 USDT,"617,283","497,686.09 USDT","101,675 USDT",20.43 %,03/22/2024 14:56 UTC,03/23/2024 08:01 UTC,21.41 % 0.98 USDT,-0.17 % 0.80 USDT
BTCUSDT,Long,"62,740.332 USDT",80,"5,019,226.56 USDT","98,075 USDT",1.95 %,03/22/2024 16:35 UTC,03/23/2024 01:37 UTC,"2.24 % 64,143 USDT","-0.70 % 62,303 USDT"
BTCUSDT,Long,"63,069.366 USDT",40,"2,522,774.64 USDT","38,267 USDT",1.52 %,03/22/2024 14:45 UTC,03/22/2024 15:30 UTC,"1.81 % 64,209 USDT","-0.72 % 62,614 USDT"
ETHUSDT,Long,"3,348.14 USDT","1,494.561","5,003,999.65 USDT","-38,263.64 USDT",-0.76 %,03/22/2024 13:55 UTC,03/22/2024 14:22 UTC,"0.44 % 3,362 USDT","-1.26 % 3,306 USDT"
BOMEUSDT,Long,0.011 USDT,"43,478,260","489,805.23 USDT","2,812 USDT",0.57 %,03/21/2024 06:47 UTC,03/21/2024 09:38 UTC,7.83 % 0.01 USDT,-0.45 % 0.01 USDT
1000BONKUSDT,Long,0.021 USDT,"23,809,523","498,080.35 USDT","65,339 USDT",13.12 %,03/20/2024 05:14 UTC,03/21/2024 09:38 UTC,19.07 % 0.02 USDT,-2.22 % 0.02 USDT
BOMEUSDT,Long,0.011 USDT,"88,735,749","983,656.34 USDT","-5,134.91 USDT",-0.52 %,03/20/2024 15:01 UTC,03/20/2024 15:26 UTC,2.38 % 0.01 USDT,-1.91 % 0.01 USDT
SOLUSDT,Long,175.445 USDT,"5,000","877,225.90 USDT","-2,166.75 USDT",-0.25 %,03/20/2024 15:05 UTC,03/20/2024 15:06 UTC,,-0.37 % 174.80 USDT
ETHUSDT,Long,"3,234.869 USDT","1,545.716","5,000,188.04 USDT","197,467 USDT",3.95 %,03/20/2024 10:54 UTC,03/20/2024 13:46 UTC,"4.33 % 3,374 USDT","-0.25 % 3,226 USDT"
