Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period,Period_Cumulative_PnL
SOLUSDT,Long,220.786 USDT,"9,910","2,204,266.32 USDT",714.74 USDT,0.03 %,12/12/2024 20:38 UTC,12/17/2024 14:13 UTC,3.00 % 227.41 USDT,-3.47 % 213.12 USDT,2024-12-12 20:38:00,2024-12-17 14:13:00,2024-12-13 05:38:00,2024-12-17 23:13:00,2024-12-13 05:38 KST,2024-12-17 23:13 KST,714.74,1,714.74,2204266.32,2204266.32,436433.69,2,-16441.98
ETHUSDT,Long,"3,832.927 USDT",86.661,"332,165.28 USDT","3,180 USDT",0.96 %,12/14/2024 21:02 UTC,12/15/2024 07:11 UTC,"2.09 % 3,912 USDT",,2024-12-14 21:02:00,2024-12-15 07:11:00,2024-12-15 06:02:00,2024-12-15 16:11:00,2024-12-15 06:02 KST,2024-12-15 16:11 KST,3180.0,1,3180.0,332165.28,332165.28,439613.69,2,-13261.98
BTCUSDT,Short,"105,737.665 USDT",33,"3,489,342.95 USDT","-6,466.31 USDT",-0.19 %,12/16/2024 20:59 UTC,12/16/2024 21:16 UTC,"0.03 % 105,702 USDT","-0.18 % 105,924 USDT",2024-12-16 20:59:00,2024-12-16 21:16:00,2024-12-17 05:59:00,2024-12-17 06:16:00,2024-12-17 05:59 KST,2024-12-17 06:16 KST,6466.31,-1,-6466.31,3489342.95,3489342.95,433147.38,2,-19728.29
SOLUSDT,Short,222.7 USDT,"2,222","494,839.40 USDT","7,548 USDT",1.53 %,12/17/2024 14:13 UTC,12/17/2024 15:37 UTC,2.41 % 217.46 USDT,,2024-12-17 14:13:00,2024-12-17 15:37:00,2024-12-17 23:13:00,2024-12-18 00:37:00,2024-12-17 23:13 KST,2024-12-18 00:37 KST,7548.0,1,7548.0,494839.4,494839.4,440695.38,2,-12180.29
ETHUSDT,Short,"4,008.09 USDT",99,"396,800.91 USDT","5,316 USDT",1.34 %,12/17/2024 14:32 UTC,12/17/2024 15:38 UTC,"1.84 % 3,935 USDT","-0.20 % 4,016 USDT",2024-12-17 14:32:00,2024-12-17 15:38:00,2024-12-17 23:32:00,2024-12-18 00:38:00,2024-12-17 23:32 KST,2024-12-18 00:38 KST,5316.0,1,5316.0,396800.91,396800.91,446011.38,2,-6864.290000000001
SOLUSDT,Long,219.58 USDT,666,"146,240.28 USDT",-493.88 USDT,-0.34 %,12/17/2024 15:41 UTC,12/17/2024 15:43 UTC,,-0.36 % 218.80 USDT,2024-12-17 15:41:00,2024-12-17 15:43:00,2024-12-18 00:41:00,2024-12-18 00:43:00,2024-12-18 00:41 KST,2024-12-18 00:43 KST,493.88,-1,-493.88,146240.28,146240.28,445517.5,2,-7358.170000000001
SOLUSDT,Long,222.268 USDT,"2,222","493,878.91 USDT","8,083 USDT",1.64 %,12/17/2024 16:05 UTC,12/17/2024 17:20 UTC,2.71 % 228.29 USDT,,2024-12-17 16:05:00,2024-12-17 17:20:00,2024-12-18 01:05:00,2024-12-18 02:20:00,2024-12-18 01:05 KST,2024-12-18 02:20 KST,8083.0,1,8083.0,493878.91,493878.91,453600.5,2,724.829999999999
SOLUSDT,Short,226.283 USDT,"2,888","-652,260.97 USDT","25,004 USDT",3.83 %,12/17/2024 17:27 UTC,12/18/2024 07:21 UTC,5.86 % 213.76 USDT,-1.03 % 228.63 USDT,2024-12-17 17:27:00,2024-12-18 07:21:00,2024-12-18 02:27:00,2024-12-18 16:21:00,2024-12-18 02:27 KST,2024-12-18 16:21 KST,25004.0,1,25004.0,-652260.97,652260.97,478604.5,2,25728.829999999998
SOLUSDT,Long,188.751 USDT,"7,441","1,569,395.35 USDT","-193,783.57 USDT",-12.35 %,12/18/2024 07:21 UTC,12/20/2024 10:15 UTC,15.94 % 218.84 USDT,-6.76 % 176.00 USDT,2024-12-18 07:21:00,2024-12-20 10:15:00,2024-12-18 16:21:00,2024-12-20 19:15:00,2024-12-18 16:21 KST,2024-12-20 19:15 KST,193783.57,-1,-193783.57,1569395.35,1569395.35,284820.93,2,-168054.74000000002
ETHUSDT,Long,"3,306.178 USDT",264,"937,018.88 USDT","-93,959.46 USDT",-10.03 %,12/18/2024 20:50 UTC,12/20/2024 10:12 UTC,"12.47 % 3,718 USDT","-3.15 % 3,202 USDT",2024-12-18 20:50:00,2024-12-20 10:12:00,2024-12-19 05:50:00,2024-12-20 19:12:00,2024-12-19 05:50 KST,2024-12-20 19:12 KST,93959.46,-1,-93959.46,937018.88,937018.88,190861.46999999997,2,-262014.2
BTCUSDT,Short,"95,975.1 USDT",13,"1,247,676.30 USDT","-1,956.08 USDT",-0.16 %,12/20/2024 08:41 UTC,12/20/2024 08:43 UTC,,,2024-12-20 08:41:00,2024-12-20 08:43:00,2024-12-20 17:41:00,2024-12-20 17:43:00,2024-12-20 17:41 KST,2024-12-20 17:43 KST,1956.08,-1,-1956.08,1247676.3,1247676.3,188905.38999999998,2,-263970.28
SOLUSDT,Short,178.657 USDT,999,"178,478.70 USDT",-180.06 USDT,-0.10 %,12/20/2024 09:08 UTC,12/20/2024 09:10 UTC,,-0.11 % 178.85 USDT,2024-12-20 09:08:00,2024-12-20 09:10:00,2024-12-20 18:08:00,2024-12-20 18:10:00,2024-12-20 18:08 KST,2024-12-20 18:10 KST,180.06,-1,-180.06,178478.7,178478.7,188725.33,2,-264150.34
SOLUSDT,Short,180.426 USDT,999,"180,245.95 USDT","-2,690.11 USDT",-1.49 %,12/20/2024 09:11 UTC,12/20/2024 09:31 UTC,,-1.61 % 183.37 USDT,2024-12-20 09:11:00,2024-12-20 09:31:00,2024-12-20 18:11:00,2024-12-20 18:31:00,2024-12-20 18:11 KST,2024-12-20 18:31 KST,2690.11,-1,-2690.11,180245.95,180245.95,186035.22,2,-266840.45
SOLUSDT,Short,179.461 USDT,999,"179,281.76 USDT","-2,035.32 USDT",-1.14 %,12/20/2024 10:13 UTC,12/20/2024 10:20 UTC,,-1.06 % 181.39 USDT,2024-12-20 10:13:00,2024-12-20 10:20:00,2024-12-20 19:13:00,2024-12-20 19:20:00,2024-12-20 19:13 KST,2024-12-20 19:20 KST,2035.32,-1,-2035.32,179281.76,179281.76,183999.9,2,-268875.77
SOLUSDT,Long,184.19 USDT,"1,300","239,447.00 USDT","-2,301.02 USDT",-0.96 %,12/20/2024 10:40 UTC,12/20/2024 10:49 UTC,0.04 % 184.26 USDT,-1.16 % 182.05 USDT,2024-12-20 10:40:00,2024-12-20 10:49:00,2024-12-20 19:40:00,2024-12-20 19:49:00,2024-12-20 19:40 KST,2024-12-20 19:49 KST,2301.02,-1,-2301.02,239447.0,239447.0,181698.88,2,-271176.79000000004
ETHUSDT,Long,"3,226.298 USDT",99,"319,403.48 USDT","-2,728.03 USDT",-0.85 %,12/20/2024 10:42 UTC,12/20/2024 10:51 UTC,,"-1.03 % 3,193 USDT",2024-12-20 10:42:00,2024-12-20 10:51:00,2024-12-20 19:42:00,2024-12-20 19:51:00,2024-12-20 19:42 KST,2024-12-20 19:51 KST,2728.03,-1,-2728.03,319403.48,319403.48,178970.85,2,-273904.82000000007
ETHUSDT,Long,"3,198.668 USDT",130,"415,826.81 USDT",-804.14 USDT,-0.19 %,12/20/2024 11:04 UTC,12/20/2024 11:15 UTC,"0.59 % 3,217 USDT","-0.47 % 3,183 USDT",2024-12-20 11:04:00,2024-12-20 11:15:00,2024-12-20 20:04:00,2024-12-20 20:15:00,2024-12-20 20:04 KST,2024-12-20 20:15 KST,804.14,-1,-804.14,415826.81,415826.81,178166.71,2,-274708.9600000001
ETHUSDT,Long,"3,459.302 USDT",240,"796,598.95 USDT","17,240 USDT",2.16 %,12/20/2024 12:39 UTC,12/21/2024 11:25 UTC,"1.08 % 3,496 USDT","-7.33 % 3,205 USDT",2024-12-20 12:39:00,2024-12-21 11:25:00,2024-12-20 21:39:00,2024-12-21 20:25:00,2024-12-20 21:39 KST,2024-12-21 20:25 KST,17240.0,1,17240.0,796598.95,796598.95,195406.71,2,-257468.96000000008
SOLUSDT,Long,194.074 USDT,"1,681","326,238.94 USDT",315.38 USDT,0.10 %,12/20/2024 12:39 UTC,12/21/2024 11:28 UTC,4.05 % 201.94 USDT,-6.18 % 182.08 USDT,2024-12-20 12:39:00,2024-12-21 11:28:00,2024-12-20 21:39:00,2024-12-21 20:28:00,2024-12-20 21:39 KST,2024-12-21 20:28 KST,315.38,1,315.38,326238.94,326238.94,195722.09,2,-257153.58000000007
ETHUSDT,Short,"3,428.88 USDT",222,"761,211.36 USDT","5,469 USDT",0.72 %,12/21/2024 11:28 UTC,12/21/2024 13:46 UTC,"2.11 % 3,358 USDT","-0.50 % 3,446 USDT",2024-12-21 11:28:00,2024-12-21 13:46:00,2024-12-21 20:28:00,2024-12-21 22:46:00,2024-12-21 20:28 KST,2024-12-21 22:46 KST,5469.0,1,5469.0,761211.36,761211.36,201191.09,2,-251684.58000000007
ETHUSDT,Long,"3,412.063 USDT",99,"337,794.27 USDT","-3,405.68 USDT",-1.01 %,12/21/2024 14:16 UTC,12/21/2024 14:55 UTC,"0.14 % 3,416 USDT","-1.14 % 3,373 USDT",2024-12-21 14:16:00,2024-12-21 14:55:00,2024-12-21 23:16:00,2024-12-21 23:55:00,2024-12-21 23:16 KST,2024-12-21 23:55 KST,3405.68,-1,-3405.68,337794.27,337794.27,197785.41,2,-255090.26000000007
ETHUSDT,Short,"3,349.226 USDT",198,"-663,146.81 USDT","4,442 USDT",0.67 %,12/21/2024 18:39 UTC,12/21/2024 22:43 UTC,"1.62 % 3,295 USDT","-1.00 % 3,382 USDT",2024-12-21 18:39:00,2024-12-21 22:43:00,2024-12-22 03:39:00,2024-12-22 07:43:00,2024-12-22 03:39 KST,2024-12-22 07:43 KST,4442.0,1,4442.0,-663146.81,663146.81,202227.41,2,-250648.26000000007
ETHUSDT,Long,"3,335.644 USDT",99,"330,228.72 USDT","2,949 USDT",0.89 %,12/21/2024 23:52 UTC,12/22/2024 13:08 UTC,"1.99 % 3,402 USDT","-1.26 % 3,293 USDT",2024-12-21 23:52:00,2024-12-22 13:08:00,2024-12-22 08:52:00,2024-12-22 22:08:00,2024-12-22 08:52 KST,2024-12-22 22:08 KST,2949.0,1,2949.0,330228.72,330228.72,205176.41,2,-247699.26000000007
ETHUSDT,Long,"3,315.319 USDT",132,"437,622.14 USDT","-2,952.16 USDT",-0.67 %,12/22/2024 14:44 UTC,12/22/2024 14:59 UTC,"0.38 % 3,327 USDT","-0.91 % 3,285 USDT",2024-12-22 14:44:00,2024-12-22 14:59:00,2024-12-22 23:44:00,2024-12-22 23:59:00,2024-12-22 23:44 KST,2024-12-22 23:59 KST,2952.16,-1,-2952.16,437622.14,437622.14,202224.25,2,-250651.42000000007
ETHUSDT,Long,"3,281.708 USDT",133,"436,467.20 USDT","3,272 USDT",0.75 %,12/22/2024 15:00 UTC,12/22/2024 18:12 UTC,"1.65 % 3,335 USDT",,2024-12-22 15:00:00,2024-12-22 18:12:00,2024-12-23 00:00:00,2024-12-23 03:12:00,2024-12-23 00:00 KST,2024-12-23 03:12 KST,3272.0,1,3272.0,436467.2,436467.2,205496.25,2,-247379.42000000007
ETHUSDT,Long,"3,261.842 USDT",163,"531,680.30 USDT","10,053 USDT",1.89 %,12/22/2024 20:45 UTC,12/23/2024 13:32 UTC,"3.09 % 3,362 USDT","-1.44 % 3,214 USDT",2024-12-22 20:45:00,2024-12-23 13:32:00,2024-12-23 05:45:00,2024-12-23 22:32:00,2024-12-23 05:45 KST,2024-12-23 22:32 KST,10053.0,1,10053.0,531680.3,531680.3,215549.25,2,-237326.42000000007
ETHUSDT,Short,"3,294.93 USDT",99,"326,198.07 USDT","-8,463.84 USDT",-2.59 %,12/23/2024 14:46 UTC,12/23/2024 16:54 UTC,"0.58 % 3,275 USDT","-2.44 % 3,377 USDT",2024-12-23 14:46:00,2024-12-23 16:54:00,2024-12-23 23:46:00,2024-12-24 01:54:00,2024-12-23 23:46 KST,2024-12-24 01:54 KST,8463.84,-1,-8463.84,326198.07,326198.07,207085.41,2,-245790.26000000007
ETHUSDT,Long,"3,351.852 USDT",232,"777,629.63 USDT","17,934 USDT",2.31 %,12/23/2024 16:58 UTC,12/23/2024 21:38 UTC,"3.18 % 3,458 USDT","-1.66 % 3,296 USDT",2024-12-23 16:58:00,2024-12-23 21:38:00,2024-12-24 01:58:00,2024-12-24 06:38:00,2024-12-24 01:58 KST,2024-12-24 06:38 KST,17934.0,1,17934.0,777629.63,777629.63,225019.41,2,-227856.26000000007
ETHUSDT,Short,"3,421.33 USDT",99,"338,711.70 USDT",417.48 USDT,0.12 %,12/23/2024 23:31 UTC,12/24/2024 00:56 UTC,"0.74 % 3,396 USDT","-0.17 % 3,427 USDT",2024-12-23 23:31:00,2024-12-24 00:56:00,2024-12-24 08:31:00,2024-12-24 09:56:00,2024-12-24 08:31 KST,2024-12-24 09:56 KST,417.48,1,417.48,338711.7,338711.7,225436.89,2,-227438.78000000006
ETHUSDT,Long,"3,412.661 USDT",99,"337,853.46 USDT","2,794 USDT",0.83 %,12/24/2024 12:05 UTC,12/24/2024 14:04 UTC,"1.27 % 3,455 USDT","-0.57 % 3,393 USDT",2024-12-24 12:05:00,2024-12-24 14:04:00,2024-12-24 21:05:00,2024-12-24 23:04:00,2024-12-24 21:05 KST,2024-12-24 23:04 KST,2794.0,1,2794.0,337853.46,337853.46,228230.89,2,-224644.78000000006
ETHUSDT,Short,"3,487.483 USDT",121,"-421,985.47 USDT","3,111 USDT",0.74 %,12/24/2024 16:44 UTC,12/24/2024 21:14 UTC,"1.48 % 3,436 USDT","-1.27 % 3,532 USDT",2024-12-24 16:44:00,2024-12-24 21:14:00,2024-12-25 01:44:00,2024-12-25 06:14:00,2024-12-25 01:44 KST,2024-12-25 06:14 KST,3111.0,1,3111.0,-421985.47,421985.47,231341.89,2,-221533.78000000006
SOLUSDT,Short,197.344 USDT,888,"175,241.48 USDT",315.86 USDT,0.18 %,12/25/2024 08:56 UTC,12/25/2024 13:40 UTC,0.99 % 195.41 USDT,-1.33 % 200.01 USDT,2024-12-25 08:56:00,2024-12-25 13:40:00,2024-12-25 17:56:00,2024-12-25 22:40:00,2024-12-25 17:56 KST,2024-12-25 22:40 KST,315.86,1,315.86,175241.48,175241.48,231657.75,2,-221217.92000000007
SOLUSDT,Short,197.623 USDT,883,"-174,501.30 USDT","1,655 USDT",0.95 %,12/25/2024 15:05 UTC,12/25/2024 22:14 UTC,0.98 % 195.70 USDT,-1.09 % 199.80 USDT,2024-12-25 15:05:00,2024-12-25 22:14:00,2024-12-26 00:05:00,2024-12-26 07:14:00,2024-12-26 00:05 KST,2024-12-26 07:14 KST,1655.0,1,1655.0,-174501.3,174501.3,233312.75,2,-219562.92000000007
ETHUSDT,Long,"3,360.066 USDT",160.1,"537,946.56 USDT","5,640 USDT",1.05 %,12/26/2024 11:00 UTC,12/27/2024 10:33 UTC,"2.50 % 3,444 USDT","-1.71 % 3,302 USDT",2024-12-26 11:00:00,2024-12-27 10:33:00,2024-12-26 20:00:00,2024-12-27 19:33:00,2024-12-26 20:00 KST,2024-12-27 19:33 KST,5640.0,1,5640.0,537946.56,537946.56,238952.75,2,-213922.92000000007
ETHUSDT,Long,"3,311.492 USDT",132.3,"438,110.40 USDT","10,761 USDT",2.46 %,12/27/2024 15:38 UTC,12/29/2024 01:49 UTC,"3.50 % 3,427 USDT","-0.17 % 3,306 USDT",2024-12-27 15:38:00,2024-12-29 01:49:00,2024-12-28 00:38:00,2024-12-29 10:49:00,2024-12-28 00:38 KST,2024-12-29 10:49 KST,10761.0,1,10761.0,438110.4,438110.4,249713.75,2,-203161.92000000007
ETHUSDT,Long,"3,330.687 USDT",154,"514,177.45 USDT","15,947 USDT",3.10 %,12/30/2024 14:14 UTC,12/31/2024 17:30 UTC,"3.64 % 3,452 USDT","-0.86 % 3,302 USDT",2024-12-30 14:14:00,2024-12-31 17:30:00,2024-12-30 23:14:00,2025-01-01 02:30:00,2024-12-30 23:14 KST,2025-01-01 02:30 KST,15947.0,1,15947.0,514177.45,514177.45,265660.75,2,-187214.92000000007
ETHUSDT,Long,"3,313 USDT",99,"327,987.00 USDT","11,250 USDT",3.43 %,01/01/2025 09:26 UTC,01/02/2025 08:57 UTC,"3.92 % 3,442 USDT",,2025-01-01 09:26:00,2025-01-02 08:57:00,2025-01-01 18:26:00,2025-01-02 17:57:00,2025-01-01 18:26 KST,2025-01-02 17:57 KST,11250.0,1,11250.0,327987.0,327987.0,276910.75,2,-175964.92000000007
SOLUSDT,Short,207.794 USDT,"1,111","230,858.71 USDT","-2,613.14 USDT",-1.13 %,01/02/2025 13:18 UTC,01/03/2025 09:11 UTC,1.34 % 205.04 USDT,-1.04 % 209.98 USDT,2025-01-02 13:18:00,2025-01-03 09:11:00,2025-01-02 22:18:00,2025-01-03 18:11:00,2025-01-02 22:18 KST,2025-01-03 18:11 KST,2613.14,-1,-2613.14,230858.71,230858.71,274297.61,2,-178578.06000000008
SOLUSDT,Short,216.621 USDT,"1,345","-291,354.86 USDT","2,140 USDT",0.73 %,01/03/2025 15:21 UTC,01/06/2025 02:02 UTC,2.39 % 211.57 USDT,-1.31 % 219.50 USDT,2025-01-03 15:21:00,2025-01-06 02:02:00,2025-01-04 00:21:00,2025-01-06 11:02:00,2025-01-04 00:21 KST,2025-01-06 11:02 KST,2140.0,1,2140.0,-291354.86,291354.86,276437.61,2,-176438.06000000008
SUIUSDT,Short,5.189 USDT,"136,289.3","-707,171.35 USDT","37,274 USDT",5.27 %,01/05/2025 11:24 UTC,01/08/2025 22:35 UTC,17.40 % 4.42 USDT,-2.93 % 5.35 USDT,2025-01-05 11:24:00,2025-01-08 22:35:00,2025-01-05 20:24:00,2025-01-09 07:35:00,2025-01-05 20:24 KST,2025-01-09 07:35 KST,37274.0,1,37274.0,-707171.35,707171.35,313711.61,2,-139164.06000000008
SOLUSDT,Short,220.57 USDT,999,"220,349.43 USDT","-1,431.45 USDT",-0.65 %,01/06/2025 15:52 UTC,01/06/2025 16:10 UTC,,-0.69 % 222.10 USDT,2025-01-06 15:52:00,2025-01-06 16:10:00,2025-01-07 00:52:00,2025-01-07 01:10:00,2025-01-07 00:52 KST,2025-01-07 01:10 KST,1431.45,-1,-1431.45,220349.43,220349.43,312280.16,2,-140595.5100000001
SOLUSDT,Short,220.17 USDT,"1,111","-244,608.87 USDT","30,190 USDT",12.34 %,01/06/2025 17:04 UTC,01/09/2025 14:57 UTC,16.50 % 188.99 USDT,,2025-01-06 17:04:00,2025-01-09 14:57:00,2025-01-07 02:04:00,2025-01-09 23:57:00,2025-01-07 02:04 KST,2025-01-09 23:57 KST,30190.0,1,30190.0,-244608.87,244608.87,342470.16,2,-110405.5100000001
SUIUSDT,Short,4.827 USDT,"99,999","-482,662.26 USDT","2,948 USDT",0.61 %,01/09/2025 02:48 UTC,01/09/2025 03:23 UTC,1.06 % 4.78 USDT,-0.06 % 4.83 USDT,2025-01-09 02:48:00,2025-01-09 03:23:00,2025-01-09 11:48:00,2025-01-09 12:23:00,2025-01-09 11:48 KST,2025-01-09 12:23 KST,2948.0,1,2948.0,-482662.26,482662.26,345418.16,2,-107457.5100000001
SUIUSDT,Short,4.783 USDT,"133,332","-637,710.57 USDT","23,521 USDT",3.69 %,01/09/2025 04:19 UTC,01/09/2025 15:05 UTC,6.24 % 4.50 USDT,-0.76 % 4.82 USDT,2025-01-09 04:19:00,2025-01-09 15:05:00,2025-01-09 13:19:00,2025-01-10 00:05:00,2025-01-09 13:19 KST,2025-01-10 00:05 KST,23521.0,1,23521.0,-637710.57,637710.57,368939.16,2,-83936.5100000001
ETHUSDT,Long,"3,256.6 USDT",132,"429,871.18 USDT","6,509 USDT",1.51 %,01/09/2025 15:25 UTC,01/10/2025 10:57 UTC,"1.72 % 3,312 USDT","-3.09 % 3,156 USDT",2025-01-09 15:25:00,2025-01-10 10:57:00,2025-01-10 00:25:00,2025-01-10 19:57:00,2025-01-10 00:25 KST,2025-01-10 19:57 KST,6509.0,1,6509.0,429871.18,429871.18,375448.16,2,-77427.5100000001
SUIUSDT,Long,4.711 USDT,"67,047.2","315,847.46 USDT","5,325 USDT",1.69 %,01/09/2025 15:28 UTC,01/09/2025 17:19 UTC,3.69 % 4.88 USDT,-0.61 % 4.68 USDT,2025-01-09 15:28:00,2025-01-09 17:19:00,2025-01-10 00:28:00,2025-01-10 02:19:00,2025-01-10 00:28 KST,2025-01-10 02:19 KST,5325.0,1,5325.0,315847.46,315847.46,380773.16,2,-72102.5100000001
SUIUSDT,Long,4.716 USDT,"66,666","314,373.74 USDT","11,424 USDT",3.63 %,01/09/2025 21:06 UTC,01/10/2025 05:39 UTC,3.91 % 4.90 USDT,-1.13 % 4.66 USDT,2025-01-09 21:06:00,2025-01-10 05:39:00,2025-01-10 06:06:00,2025-01-10 14:39:00,2025-01-10 06:06 KST,2025-01-10 14:39 KST,11424.0,1,11424.0,314373.74,314373.74,392197.16,2,-60678.5100000001
SUIUSDT,Short,5.041 USDT,"55,555","280,080.44 USDT","-2,082.82 USDT",-0.74 %,01/10/2025 10:22 UTC,01/10/2025 10:33 UTC,,-0.86 % 5.09 USDT,2025-01-10 10:22:00,2025-01-10 10:33:00,2025-01-10 19:22:00,2025-01-10 19:33:00,2025-01-10 19:22 KST,2025-01-10 19:33 KST,2082.82,-1,-2082.82,280080.44,280080.44,390114.33999999997,2,-62761.330000000096
TRUMPUSDT,Short,29.082 USDT,"11,110","-323,101.57 USDT","14,108 USDT",4.37 %,01/18/2025 16:44 UTC,01/18/2025 17:14 UTC,11.28 % 26.13 USDT,,2025-01-18 16:44:00,2025-01-18 17:14:00,2025-01-19 01:44:00,2025-01-19 02:14:00,2025-01-19 01:44 KST,2025-01-19 02:14 KST,14108.0,1,14108.0,-323101.57,323101.57,404222.33999999997,2,-48653.330000000096
TRUMPUSDT,Short,28.713 USDT,"11,110","-319,003.06 USDT","19,001 USDT",5.96 %,01/18/2025 17:39 UTC,01/18/2025 20:01 UTC,10.62 % 25.96 USDT,-8.41 % 31.35 USDT,2025-01-18 17:39:00,2025-01-18 20:01:00,2025-01-19 02:39:00,2025-01-19 05:01:00,2025-01-19 02:39 KST,2025-01-19 05:01 KST,19001.0,1,19001.0,-319003.06,319003.06,423223.33999999997,2,-29652.330000000096
